date,state,crop,market,variety,min_price,max_price,modal_price,arrivals,avg_price
2024-02-04,Gujarat,Potato,Gujarat Main Market,Common,2690,1690,2940,290,2190.0
2024-03-05,Gujarat,Potato,Gujarat Main Market,Common,2691,3191,2941,291,2941.0
2024-04-04,Gujarat,Potato,Gujarat Main Market,Common,1986,2486,2236,586,2236.0
2024-05-04,Gujarat,Potato,Gujarat Main Market,Common,1312,3312,1562,412,2312.0
2024-06-03,Gujarat,Potato,Gujarat Main Market,Common,2040,3040,2290,140,2540.0
2024-07-03,Gujarat,Potato,Gujarat Main Market,Common,2295,2295,2545,395,2295.0
2024-08-02,Gujarat,Potato,Gujarat Main Market,Common,2991,1991,3241,591,2491.0
2024-09-01,Gujarat,Potato,Gujarat Main Market,Common,2199,2199,2449,299,2199.0
2024-10-01,Gujarat,Potato,Gujarat Main Market,Common,1490,2490,1740,590,1990.0
2019-01-01,Gujarat,Tomato,Gujarat Main Market,Common,2641,3641,2891,241,3141.0
2019-01-31,Gujarat,Tomato,Gujarat Main Market,Common,2183,1683,2433,283,1933.0
2019-03-02,Gujarat,Tomato,Gujarat Main Market,Common,2984,2484,3234,584,2734.0
2019-04-01,Gujarat,Tomato,Gujarat Main Market,Common,2336,3836,2586,436,3086.0
2019-05-01,Gujarat,Tomato,Gujarat Main Market,Common,1078,2578,1328,178,1828.0
2019-05-31,Gujarat,Tomato,Gujarat Main Market,Common,2676,2676,2926,276,2676.0
2019-06-30,Gujarat,Tomato,Gujarat Main Market,Common,2738,3738,2988,338,3238.0
2019-07-30,Gujarat,Tomato,Gujarat Main Market,Common,1183,3683,1433,283,2433.0
2019-08-29,Gujarat,Tomato,Gujarat Main Market,Common,2949,2949,3199,549,2949.0
2019-09-28,Gujarat,Tomato,Gujarat Main Market,Common,1295,2795,1545,395,2045.0
2019-10-28,Gujarat,Tomato,Gujarat Main Market,Common,2040,2540,2290,140,2290.0
2019-11-27,Gujarat,Tomato,Gujarat Main Market,Common,2049,2049,2299,149,2049.0
2019-12-27,Gujarat,Tomato,Gujarat Main Market,Common,2405,3905,2655,505,3155.0
2020-01-26,Gujarat,Tomato,Gujarat Main Market,Common,1003,2503,1253,103,1753.0
2020-02-25,Gujarat,Tomato,Gujarat Main Market,Common,2389,1889,2639,489,2139.0
2020-03-26,Gujarat,Tomato,Gujarat Main Market,Common,2886,3386,3136,486,3136.0
2020-04-25,Gujarat,Tomato,Gujarat Main Market,Common,1618,3118,1868,218,2368.0
2020-05-25,Gujarat,Tomato,Gujarat Main Market,Common,2987,3487,3237,587,3237.0
2020-06-24,Gujarat,Tomato,Gujarat Main Market,Common,1581,1581,1831,181,1581.0
2020-07-24,Gujarat,Tomato,Gujarat Main Market,Common,2494,3994,2744,594,3244.0
2020-08-23,Gujarat,Tomato,Gujarat Main Market,Common,1450,2950,1700,550,2200.0
2020-09-22,Gujarat,Tomato,Gujarat Main Market,Common,1332,2332,1582,432,1832.0
2020-10-22,Gujarat,Tomato,Gujarat Main Market,Common,2247,3247,2497,347,2747.0
2020-11-21,Gujarat,Tomato,Gujarat Main Market,Common,2906,3406,3156,506,3156.0
2020-12-21,Gujarat,Tomato,Gujarat Main Market,Common,1675,3175,1925,275,2425.0
2021-01-20,Gujarat,Tomato,Gujarat Main Market,Common,2298,3298,2548,398,2798.0
2021-02-19,Gujarat,Tomato,Gujarat Main Market,Common,1256,3756,1506,356,2506.0
2021-03-21,Gujarat,Tomato,Gujarat Main Market,Common,2850,3350,3100,450,3100.0
2021-04-20,Gujarat,Tomato,Gujarat Main Market,Common,2936,2936,3186,536,2936.0
2021-05-20,Gujarat,Tomato,Gujarat Main Market,Common,1626,3626,1876,226,2626.0
2021-06-19,Gujarat,Tomato,Gujarat Main Market,Common,1996,2496,2246,596,2246.0
2021-07-19,Gujarat,Tomato,Gujarat Main Market,Common,2256,2256,2506,356,2256.0
2021-08-18,Gujarat,Tomato,Gujarat Main Market,Common,1679,2179,1929,279,1929.0
2021-09-17,Gujarat,Tomato,Gujarat Main Market,Common,1098,2098,1348,198,1598.0
2021-10-17,Gujarat,Tomato,Gujarat Main Market,Common,2219,3719,2469,319,2969.0
2021-11-16,Gujarat,Tomato,Gujarat Main Market,Common,1881,2881,2131,481,2381.0
2021-12-16,Gujarat,Tomato,Gujarat Main Market,Common,2189,3689,2439,289,2939.0
2022-01-15,Gujarat,Tomato,Gujarat Main Market,Common,2519,2519,2769,119,2519.0
2022-02-14,Gujarat,Tomato,Gujarat Main Market,Common,2471,2471,2721,571,2471.0
2022-03-16,Gujarat,Tomato,Gujarat Main Market,Common,1128,2128,1378,228,1628.0
2022-04-15,Gujarat,Tomato,Gujarat Main Market,Common,2570,1570,2820,170,2070.0
2022-05-15,Gujarat,Tomato,Gujarat Main Market,Common,1934,3434,2184,534,2684.0
2022-06-14,Gujarat,Tomato,Gujarat Main Market,Common,2482,2982,2732,582,2732.0
2022-07-14,Gujarat,Tomato,Gujarat Main Market,Common,1035,2035,1285,135,1535.0
2022-08-13,Gujarat,Tomato,Gujarat Main Market,Common,1479,2979,1729,579,2229.0
2022-09-12,Gujarat,Tomato,Gujarat Main Market,Common,2840,2340,3090,440,2590.0
2022-10-12,Gujarat,Tomato,Gujarat Main Market,Common,1145,1645,1395,245,1395.0
2022-11-11,Gujarat,Tomato,Gujarat Main Market,Common,2805,3805,3055,405,3305.0
2022-12-11,Gujarat,Tomato,Gujarat Main Market,Common,2119,3119,2369,219,2619.0
2023-01-10,Gujarat,Tomato,Gujarat Main Market,Common,1794,2294,2044,394,2044.0
2023-02-09,Gujarat,Tomato,Gujarat Main Market,Common,1255,3755,1505,355,2505.0
2023-03-11,Gujarat,Tomato,Gujarat Main Market,Common,2497,2997,2747,597,2747.0
2023-04-10,Gujarat,Tomato,Gujarat Main Market,Common,1336,1836,1586,436,1586.0
2023-05-10,Gujarat,Tomato,Gujarat Main Market,Common,1236,3236,1486,336,2236.0
2023-06-09,Gujarat,Tomato,Gujarat Main Market,Common,2007,2007,2257,107,2007.0
2023-07-09,Gujarat,Tomato,Gujarat Main Market,Common,1274,3274,1524,374,2274.0
2023-08-08,Gujarat,Tomato,Gujarat Main Market,Common,1925,1925,2175,525,1925.0
2023-09-07,Gujarat,Tomato,Gujarat Main Market,Common,2505,3005,2755,105,2755.0
2023-10-07,Gujarat,Tomato,Gujarat Main Market,Common,1770,3270,2020,370,2520.0
2023-11-06,Gujarat,Tomato,Gujarat Main Market,Common,1311,3311,1561,411,2311.0
2023-12-06,Gujarat,Tomato,Gujarat Main Market,Common,2453,3953,2703,553,3203.0
2024-01-05,Gujarat,Tomato,Gujarat Main Market,Common,2227,2227,2477,327,2227.0
2024-02-04,Gujarat,Tomato,Gujarat Main Market,Common,1018,3518,1268,118,2268.0
2024-03-05,Gujarat,Tomato,Gujarat Main Market,Common,1651,3151,1901,251,2401.0
2024-04-04,Gujarat,Tomato,Gujarat Main Market,Common,2925,2925,3175,525,2925.0
2024-05-04,Gujarat,Tomato,Gujarat Main Market,Common,1773,3273,2023,373,2523.0
2024-06-03,Gujarat,Tomato,Gujarat Main Market,Common,1943,2443,2193,543,2193.0
2024-07-03,Gujarat,Tomato,Gujarat Main Market,Common,2737,3737,2987,337,3237.0
2024-08-02,Gujarat,Tomato,Gujarat Main Market,Common,1501,1501,1751,101,1501.0
2024-09-01,Gujarat,Tomato,Gujarat Main Market,Common,1377,3877,1627,477,2627.0
2024-10-01,Gujarat,Tomato,Gujarat Main Market,Common,2246,1746,2496,346,1996.0
2019-01-01,Gujarat,Brinjal,Gujarat Main Market,Common,2991,1991,3241,591,2491.0
2019-01-31,Gujarat,Brinjal,Gujarat Main Market,Common,2357,2857,2607,457,2607.0
2019-03-02,Gujarat,Brinjal,Gujarat Main Market,Common,1911,3411,2161,511,2661.0
2019-04-01,Gujarat,Brinjal,Gujarat Main Market,Common,1799,1799,2049,399,1799.0
2019-05-01,Gujarat,Brinjal,Gujarat Main Market,Common,2132,2132,2382,232,2132.0
2019-05-31,Gujarat,Brinjal,Gujarat Main Market,Common,1379,3879,1629,479,2629.0
2019-06-30,Gujarat,Brinjal,Gujarat Main Market,Common,1626,3626,1876,226,2626.0
2019-07-30,Gujarat,Brinjal,Gujarat Main Market,Common,1895,1895,2145,495,1895.0
2019-08-29,Gujarat,Brinjal,Gujarat Main Market,Common,2895,2895,3145,495,2895.0
2019-09-28,Gujarat,Brinjal,Gujarat Main Market,Common,1368,2368,1618,468,1868.0
2019-10-28,Gujarat,Brinjal,Gujarat Main Market,Common,2037,2537,2287,137,2287.0
2019-11-27,Gujarat,Brinjal,Gujarat Main Market,Common,1634,3134,1884,234,2384.0
2019-12-27,Gujarat,Brinjal,Gujarat Main Market,Common,1230,1730,1480,330,1480.0
2020-01-26,Gujarat,Brinjal,Gujarat Main Market,Common,2976,2476,3226,576,2726.0
2020-02-25,Gujarat,Brinjal,Gujarat Main Market,Common,2023,2523,2273,123,2273.0
2020-03-26,Gujarat,Brinjal,Gujarat Main Market,Common,2139,2639,2389,239,2389.0
2020-04-25,Gujarat,Brinjal,Gujarat Main Market,Common,2846,2846,3096,446,2846.0
2020-05-25,Gujarat,Brinjal,Gujarat Main Market,Common,2874,2874,3124,474,2874.0
2020-06-24,Gujarat,Brinjal,Gujarat Main Market,Common,1083,3583,1333,183,2333.0
2020-07-24,Gujarat,Brinjal,Gujarat Main Market,Common,1603,3103,1853,203,2353.0
2020-08-23,Gujarat,Brinjal,Gujarat Main Market,Common,2610,2610,2860,210,2610.0
2020-09-22,Gujarat,Brinjal,Gujarat Main Market,Common,1104,1604,1354,204,1354.0
2020-10-22,Gujarat,Brinjal,Gujarat Main Market,Common,2032,2032,2282,132,2032.0
2020-11-21,Gujarat,Brinjal,Gujarat Main Market,Common,1607,2107,1857,207,1857.0
2020-12-21,Gujarat,Brinjal,Gujarat Main Market,Common,1876,1876,2126,476,1876.0
2021-01-20,Gujarat,Brinjal,Gujarat Main Market,Common,2796,2796,3046,396,2796.0
2021-02-19,Gujarat,Brinjal,Gujarat Main Market,Common,2590,3090,2840,190,2840.0
2021-03-21,Gujarat,Brinjal,Gujarat Main Market,Common,1164,2164,1414,264,1664.0
2021-04-20,Gujarat,Brinjal,Gujarat Main Market,Common,2162,1662,2412,262,1912.0
2021-05-20,Gujarat,Brinjal,Gujarat Main Market,Common,1011,3011,1261,111,2011.0
2021-06-19,Gujarat,Brinjal,Gujarat Main Market,Common,1788,3288,2038,388,2538.0
2021-07-19,Gujarat,Brinjal,Gujarat Main Market,Common,1997,2997,2247,597,2497.0
2021-08-18,Gujarat,Brinjal,Gujarat Main Market,Common,1833,2333,2083,433,2083.0
2021-09-17,Gujarat,Brinjal,Gujarat Main Market,Common,1839,3839,2089,439,2839.0
2021-10-17,Gujarat,Brinjal,Gujarat Main Market,Common,2293,3793,2543,393,3043.0
2021-11-16,Gujarat,Brinjal,Gujarat Main Market,Common,1854,3354,2104,454,2604.0
2021-12-16,Gujarat,Brinjal,Gujarat Main Market,Common,2252,3752,2502,352,3002.0
2022-01-15,Gujarat,Brinjal,Gujarat Main Market,Common,2955,2455,3205,555,2705.0
2022-02-14,Gujarat,Brinjal,Gujarat Main Market,Common,1895,3895,2145,495,2895.0
2022-03-16,Gujarat,Brinjal,Gujarat Main Market,Common,1578,2578,1828,178,2078.0
2022-04-15,Gujarat,Brinjal,Gujarat Main Market,Common,1637,3637,1887,237,2637.0
2022-05-15,Gujarat,Brinjal,Gujarat Main Market,Common,1985,2985,2235,585,2485.0
2022-06-14,Gujarat,Brinjal,Gujarat Main Market,Common,1487,3987,1737,587,2737.0
2022-07-14,Gujarat,Brinjal,Gujarat Main Market,Common,1695,1695,1945,295,1695.0
2022-08-13,Gujarat,Brinjal,Gujarat Main Market,Common,1424,3924,1674,524,2674.0
2022-09-12,Gujarat,Brinjal,Gujarat Main Market,Common,2991,2991,3241,591,2991.0
2022-10-12,Gujarat,Brinjal,Gujarat Main Market,Common,1937,3437,2187,537,2687.0
2022-11-11,Gujarat,Brinjal,Gujarat Main Market,Common,1142,2142,1392,242,1642.0
2022-12-11,Gujarat,Brinjal,Gujarat Main Market,Common,2239,1739,2489,339,1989.0
2023-01-10,Gujarat,Brinjal,Gujarat Main Market,Common,2449,1949,2699,549,2199.0
2023-02-09,Gujarat,Brinjal,Gujarat Main Market,Common,1033,3033,1283,133,2033.0
2023-03-11,Gujarat,Brinjal,Gujarat Main Market,Common,2276,1776,2526,376,2026.0
2023-04-10,Gujarat,Brinjal,Gujarat Main Market,Common,2769,1769,3019,369,2269.0
2023-05-10,Gujarat,Brinjal,Gujarat Main Market,Common,2604,3604,2854,204,3104.0
2023-06-09,Gujarat,Brinjal,Gujarat Main Market,Common,2208,3708,2458,308,2958.0
2023-07-09,Gujarat,Brinjal,Gujarat Main Market,Common,2645,3645,2895,245,3145.0
2023-08-08,Gujarat,Brinjal,Gujarat Main Market,Common,1399,2899,1649,499,2149.0
2023-09-07,Gujarat,Brinjal,Gujarat Main Market,Common,1373,2373,1623,473,1873.0
2023-10-07,Gujarat,Brinjal,Gujarat Main Market,Common,1812,3812,2062,412,2812.0
2023-11-06,Gujarat,Brinjal,Gujarat Main Market,Common,1655,2155,1905,255,1905.0
2023-12-06,Gujarat,Brinjal,Gujarat Main Market,Common,1354,3854,1604,454,2604.0
2024-01-05,Gujarat,Brinjal,Gujarat Main Market,Common,1313,2313,1563,413,1813.0
2024-02-04,Gujarat,Brinjal,Gujarat Main Market,Common,1430,2430,1680,530,1930.0
2024-03-05,Gujarat,Brinjal,Gujarat Main Market,Common,2162,2162,2412,262,2162.0
2024-04-04,Gujarat,Brinjal,Gujarat Main Market,Common,2762,1762,3012,362,2262.0
2024-05-04,Gujarat,Brinjal,Gujarat Main Market,Common,2707,2707,2957,307,2707.0
2024-06-03,Gujarat,Brinjal,Gujarat Main Market,Common,2482,3982,2732,582,3232.0
2024-07-03,Gujarat,Brinjal,Gujarat Main Market,Common,2270,3770,2520,370,3020.0
2024-08-02,Gujarat,Brinjal,Gujarat Main Market,Common,1248,3248,1498,348,2248.0
2024-09-01,Gujarat,Brinjal,Gujarat Main Market,Common,1495,2495,1745,595,1995.0
2024-10-01,Gujarat,Brinjal,Gujarat Main Market,Common,2787,3287,3037,387,3037.0
2019-01-01,Gujarat,Cabbage,Gujarat Main Market,Common,1710,2710,1960,310,2210.0
2019-01-31,Gujarat,Cabbage,Gujarat Main Market,Common,2825,2825,3075,425,2825.0
2019-03-02,Gujarat,Cabbage,Gujarat Main Market,Common,1539,3539,1789,139,2539.0
2019-04-01,Gujarat,Cabbage,Gujarat Main Market,Common,2557,2057,2807,157,2307.0
2019-05-01,Gujarat,Cabbage,Gujarat Main Market,Common,2845,3345,3095,445,3095.0
2019-05-31,Gujarat,Cabbage,Gujarat Main Market,Common,2820,1820,3070,420,2320.0
2019-06-30,Gujarat,Cabbage,Gujarat Main Market,Common,1194,2194,1444,294,1694.0
2019-07-30,Gujarat,Cabbage,Gujarat Main Market,Common,2043,2043,2293,143,2043.0
2019-08-29,Gujarat,Cabbage,Gujarat Main Market,Common,1110,3610,1360,210,2360.0
2019-09-28,Gujarat,Cabbage,Gujarat Main Market,Common,2601,2601,2851,201,2601.0
2019-10-28,Gujarat,Cabbage,Gujarat Main Market,Common,1671,2671,1921,271,2171.0
2019-11-27,Gujarat,Cabbage,Gujarat Main Market,Common,1753,3253,2003,353,2503.0
2019-12-27,Gujarat,Cabbage,Gujarat Main Market,Common,2688,3188,2938,288,2938.0
2020-01-26,Gujarat,Cabbage,Gujarat Main Market,Common,2580,2580,2830,180,2580.0
2020-02-25,Gujarat,Cabbage,Gujarat Main Market,Common,2669,1669,2919,269,2169.0
2020-03-26,Gujarat,Cabbage,Gujarat Main Market,Common,2964,3964,3214,564,3464.0
2020-04-25,Gujarat,Cabbage,Gujarat Main Market,Common,1434,2934,1684,534,2184.0
2020-05-25,Gujarat,Cabbage,Gujarat Main Market,Common,2806,1806,3056,406,2306.0
2020-06-24,Gujarat,Cabbage,Gujarat Main Market,Common,2408,3408,2658,508,2908.0
2020-07-24,Gujarat,Cabbage,Gujarat Main Market,Common,2104,3604,2354,204,2854.0
2020-08-23,Gujarat,Cabbage,Gujarat Main Market,Common,2300,1800,2550,400,2050.0
2020-09-22,Gujarat,Cabbage,Gujarat Main Market,Common,1379,1879,1629,479,1629.0
2020-10-22,Gujarat,Cabbage,Gujarat Main Market,Common,2754,1754,3004,354,2254.0
2020-11-21,Gujarat,Cabbage,Gujarat Main Market,Common,2739,2239,2989,339,2489.0
2020-12-21,Gujarat,Cabbage,Gujarat Main Market,Common,1601,3601,1851,201,2601.0
2021-01-20,Gujarat,Cabbage,Gujarat Main Market,Common,2242,2742,2492,342,2492.0
2021-02-19,Gujarat,Cabbage,Gujarat Main Market,Common,1098,1598,1348,198,1348.0
2021-03-21,Gujarat,Cabbage,Gujarat Main Market,Common,1124,2124,1374,224,1624.0
2021-04-20,Gujarat,Cabbage,Gujarat Main Market,Common,2609,3609,2859,209,3109.0
2021-05-20,Gujarat,Cabbage,Gujarat Main Market,Common,2283,2783,2533,383,2533.0
2021-06-19,Gujarat,Cabbage,Gujarat Main Market,Common,1341,3341,1591,441,2341.0
2021-07-19,Gujarat,Cabbage,Gujarat Main Market,Common,2201,2201,2451,301,2201.0
2021-08-18,Gujarat,Cabbage,Gujarat Main Market,Common,1371,3871,1621,471,2621.0
2021-09-17,Gujarat,Cabbage,Gujarat Main Market,Common,1870,3870,2120,470,2870.0
2021-10-17,Gujarat,Cabbage,Gujarat Main Market,Common,2281,3781,2531,381,3031.0
2021-11-16,Gujarat,Cabbage,Gujarat Main Market,Common,1333,3833,1583,433,2583.0
2021-12-16,Gujarat,Cabbage,Gujarat Main Market,Common,2277,3277,2527,377,2777.0
2022-01-15,Gujarat,Cabbage,Gujarat Main Market,Common,1069,1569,1319,169,1319.0
2022-02-14,Gujarat,Cabbage,Gujarat Main Market,Common,1080,3580,1330,180,2330.0
2022-03-16,Gujarat,Cabbage,Gujarat Main Market,Common,1065,3065,1315,165,2065.0
2022-04-15,Gujarat,Cabbage,Gujarat Main Market,Common,1696,1696,1946,296,1696.0
2022-05-15,Gujarat,Cabbage,Gujarat Main Market,Common,1794,3794,2044,394,2794.0
2022-06-14,Gujarat,Cabbage,Gujarat Main Market,Common,2961,2961,3211,561,2961.0
2022-07-14,Gujarat,Cabbage,Gujarat Main Market,Common,1471,2471,1721,571,1971.0
2022-08-13,Gujarat,Cabbage,Gujarat Main Market,Common,2951,2451,3201,551,2701.0
2022-09-12,Gujarat,Cabbage,Gujarat Main Market,Common,1712,1712,1962,312,1712.0
2022-10-12,Gujarat,Cabbage,Gujarat Main Market,Common,1677,3177,1927,277,2427.0
2022-11-11,Gujarat,Cabbage,Gujarat Main Market,Common,2904,3404,3154,504,3154.0
2022-12-11,Gujarat,Cabbage,Gujarat Main Market,Common,1972,2972,2222,572,2472.0
2023-01-10,Gujarat,Cabbage,Gujarat Main Market,Common,1961,2961,2211,561,2461.0
2023-02-09,Gujarat,Cabbage,Gujarat Main Market,Common,2513,2013,2763,113,2263.0
2023-03-11,Gujarat,Cabbage,Gujarat Main Market,Common,1069,3069,1319,169,2069.0
2023-04-10,Gujarat,Cabbage,Gujarat Main Market,Common,1822,2322,2072,422,2072.0
2023-05-10,Gujarat,Cabbage,Gujarat Main Market,Common,1245,3745,1495,345,2495.0
2023-06-09,Gujarat,Cabbage,Gujarat Main Market,Common,2529,2529,2779,129,2529.0
2023-07-09,Gujarat,Cabbage,Gujarat Main Market,Common,2607,3107,2857,207,2857.0
2023-08-08,Gujarat,Cabbage,Gujarat Main Market,Common,1030,2530,1280,130,1780.0
2023-09-07,Gujarat,Cabbage,Gujarat Main Market,Common,2589,2089,2839,189,2339.0
2023-10-07,Gujarat,Cabbage,Gujarat Main Market,Common,1074,3074,1324,174,2074.0
2023-11-06,Gujarat,Cabbage,Gujarat Main Market,Common,1642,2142,1892,242,1892.0
2023-12-06,Gujarat,Cabbage,Gujarat Main Market,Common,2745,2245,2995,345,2495.0
2024-01-05,Gujarat,Cabbage,Gujarat Main Market,Common,2379,2379,2629,479,2379.0
2024-02-04,Gujarat,Cabbage,Gujarat Main Market,Common,2237,3237,2487,337,2737.0
2024-03-05,Gujarat,Cabbage,Gujarat Main Market,Common,2136,3636,2386,236,2886.0
2024-04-04,Gujarat,Cabbage,Gujarat Main Market,Common,2994,2994,3244,594,2994.0
2024-05-04,Gujarat,Cabbage,Gujarat Main Market,Common,2701,2201,2951,301,2451.0
2024-06-03,Gujarat,Cabbage,Gujarat Main Market,Common,2222,3722,2472,322,2972.0
2024-07-03,Gujarat,Cabbage,Gujarat Main Market,Common,2794,1794,3044,394,2294.0
2024-08-02,Gujarat,Cabbage,Gujarat Main Market,Common,1136,2136,1386,236,1636.0
2024-09-01,Gujarat,Cabbage,Gujarat Main Market,Common,1917,1917,2167,517,1917.0
2024-10-01,Gujarat,Cabbage,Gujarat Main Market,Common,2264,3264,2514,364,2764.0
2019-01-01,Gujarat,Cauliflower,Gujarat Main Market,Common,1833,1833,2083,433,1833.0
2019-01-31,Gujarat,Cauliflower,Gujarat Main Market,Common,2628,3128,2878,228,2878.0
2019-03-02,Gujarat,Cauliflower,Gujarat Main Market,Common,2435,2935,2685,535,2685.0
2019-04-01,Gujarat,Cauliflower,Gujarat Main Market,Common,1789,3789,2039,389,2789.0
2019-05-01,Gujarat,Cauliflower,Gujarat Main Market,Common,2617,1617,2867,217,2117.0
2019-05-31,Gujarat,Cauliflower,Gujarat Main Market,Common,2148,1648,2398,248,1898.0
2019-06-30,Gujarat,Cauliflower,Gujarat Main Market,Common,1119,3619,1369,219,2369.0
2019-07-30,Gujarat,Cauliflower,Gujarat Main Market,Common,1302,2302,1552,402,1802.0
2019-08-29,Gujarat,Cauliflower,Gujarat Main Market,Common,2840,3340,3090,440,3090.0
2019-09-28,Gujarat,Cauliflower,Gujarat Main Market,Common,1583,3083,1833,183,2333.0
2019-10-28,Gujarat,Cauliflower,Gujarat Main Market,Common,2965,3465,3215,565,3215.0
2019-11-27,Gujarat,Cauliflower,Gujarat Main Market,Common,2749,2749,2999,349,2749.0
2019-12-27,Gujarat,Cauliflower,Gujarat Main Market,Common,1754,2754,2004,354,2254.0
2020-01-26,Gujarat,Cauliflower,Gujarat Main Market,Common,2887,2887,3137,487,2887.0
2020-02-25,Gujarat,Cauliflower,Gujarat Main Market,Common,1246,3246,1496,346,2246.0
2020-03-26,Gujarat,Cauliflower,Gujarat Main Market,Common,2846,2346,3096,446,2596.0
2020-04-25,Gujarat,Cauliflower,Gujarat Main Market,Common,1854,2354,2104,454,2104.0
2020-05-25,Gujarat,Cauliflower,Gujarat Main Market,Common,1308,1808,1558,408,1558.0
2020-06-24,Gujarat,Cauliflower,Gujarat Main Market,Common,1412,3412,1662,512,2412.0
2020-07-24,Gujarat,Cauliflower,Gujarat Main Market,Common,2274,3774,2524,374,3024.0
2020-08-23,Gujarat,Cauliflower,Gujarat Main Market,Common,2261,3261,2511,361,2761.0
2020-09-22,Gujarat,Cauliflower,Gujarat Main Market,Common,1780,3280,2030,380,2530.0
2020-10-22,Gujarat,Cauliflower,Gujarat Main Market,Common,1853,1853,2103,453,1853.0
2020-11-21,Gujarat,Cauliflower,Gujarat Main Market,Common,2476,2976,2726,576,2726.0
2020-12-21,Gujarat,Cauliflower,Gujarat Main Market,Common,2121,3621,2371,221,2871.0
2021-01-20,Gujarat,Cauliflower,Gujarat Main Market,Common,1851,3851,2101,451,2851.0
2021-02-19,Gujarat,Cauliflower,Gujarat Main Market,Common,1114,3114,1364,214,2114.0
2021-03-21,Gujarat,Cauliflower,Gujarat Main Market,Common,1249,2249,1499,349,1749.0
2021-04-20,Gujarat,Cauliflower,Gujarat Main Market,Common,1675,1675,1925,275,1675.0
2021-05-20,Gujarat,Cauliflower,Gujarat Main Market,Common,1911,3411,2161,511,2661.0
2021-06-19,Gujarat,Cauliflower,Gujarat Main Market,Common,2018,2018,2268,118,2018.0
2021-07-19,Gujarat,Cauliflower,Gujarat Main Market,Common,2062,3062,2312,162,2562.0
2021-08-18,Gujarat,Cauliflower,Gujarat Main Market,Common,2834,3834,3084,434,3334.0
2021-09-17,Gujarat,Cauliflower,Gujarat Main Market,Common,1341,2841,1591,441,2091.0
2021-10-17,Gujarat,Cauliflower,Gujarat Main Market,Common,1379,3379,1629,479,2379.0
2021-11-16,Gujarat,Cauliflower,Gujarat Main Market,Common,2501,1501,2751,101,2001.0
2021-12-16,Gujarat,Cauliflower,Gujarat Main Market,Common,2829,3329,3079,429,3079.0
2022-01-15,Gujarat,Cauliflower,Gujarat Main Market,Common,1788,3788,2038,388,2788.0
2022-02-14,Gujarat,Cauliflower,Gujarat Main Market,Common,2071,3071,2321,171,2571.0
2022-03-16,Gujarat,Cauliflower,Gujarat Main Market,Common,1111,3611,1361,211,2361.0
2022-04-15,Gujarat,Cauliflower,Gujarat Main Market,Common,2774,3774,3024,374,3274.0
2022-05-15,Gujarat,Cauliflower,Gujarat Main Market,Common,2850,3850,3100,450,3350.0
2022-06-14,Gujarat,Cauliflower,Gujarat Main Market,Common,1825,2325,2075,425,2075.0
2022-07-14,Gujarat,Cauliflower,Gujarat Main Market,Common,1869,3369,2119,469,2619.0
2022-08-13,Gujarat,Cauliflower,Gujarat Main Market,Common,2635,2135,2885,235,2385.0
2022-09-12,Gujarat,Cauliflower,Gujarat Main Market,Common,1344,3844,1594,444,2594.0
2022-10-12,Gujarat,Cauliflower,Gujarat Main Market,Common,1266,3266,1516,366,2266.0
2022-11-11,Gujarat,Cauliflower,Gujarat Main Market,Common,2353,3853,2603,453,3103.0
2022-12-11,Gujarat,Cauliflower,Gujarat Main Market,Common,1735,2735,1985,335,2235.0
2023-01-10,Gujarat,Cauliflower,Gujarat Main Market,Common,1274,3774,1524,374,2524.0
2023-02-09,Gujarat,Cauliflower,Gujarat Main Market,Common,2250,2250,2500,350,2250.0
2023-03-11,Gujarat,Cauliflower,Gujarat Main Market,Common,1173,3173,1423,273,2173.0
2023-04-10,Gujarat,Cauliflower,Gujarat Main Market,Common,1999,3499,2249,599,2749.0
2023-05-10,Gujarat,Cauliflower,Gujarat Main Market,Common,2541,2541,2791,141,2541.0
2023-06-09,Gujarat,Cauliflower,Gujarat Main Market,Common,2278,2778,2528,378,2528.0
2023-07-09,Gujarat,Cauliflower,Gujarat Main Market,Common,1848,3348,2098,448,2598.0
2023-08-08,Gujarat,Cauliflower,Gujarat Main Market,Common,2291,3291,2541,391,2791.0
2023-09-07,Gujarat,Cauliflower,Gujarat Main Market,Common,2315,2815,2565,415,2565.0
2023-10-07,Gujarat,Cauliflower,Gujarat Main Market,Common,2135,1635,2385,235,1885.0
2023-11-06,Gujarat,Cauliflower,Gujarat Main Market,Common,1506,3506,1756,106,2506.0
2023-12-06,Gujarat,Cauliflower,Gujarat Main Market,Common,2621,2121,2871,221,2371.0
2024-01-05,Gujarat,Cauliflower,Gujarat Main Market,Common,1947,1947,2197,547,1947.0
2024-02-04,Gujarat,Cauliflower,Gujarat Main Market,Common,2908,3908,3158,508,3408.0
2024-03-05,Gujarat,Cauliflower,Gujarat Main Market,Common,2160,3660,2410,260,2910.0
2024-04-04,Gujarat,Cauliflower,Gujarat Main Market,Common,1559,2059,1809,159,1809.0
2024-05-04,Gujarat,Cauliflower,Gujarat Main Market,Common,1496,2496,1746,596,1996.0
2024-06-03,Gujarat,Cauliflower,Gujarat Main Market,Common,1863,2363,2113,463,2113.0
2024-07-03,Gujarat,Cauliflower,Gujarat Main Market,Common,2480,2480,2730,580,2480.0
2024-08-02,Gujarat,Cauliflower,Gujarat Main Market,Common,2549,3049,2799,149,2799.0
