date,state,market_name,commodity,variety,arrivals_tonnes,traded_tonnes,min_price,max_price,modal_price
2024-05-25,Gujarat,Ahmedabad,Soybean,FAQ,147,87,2097,1897,1897
2024-06-01,Gujarat,Ahmedabad,Soybean,FAQ,195,135,2145,1945,1945
2024-06-08,Gujarat,Ahmedabad,Soybean,FAQ,97,187,1147,3447,3047
2024-06-15,Gujarat,Ahmedabad,Soybean,FAQ,202,42,1152,2952,2752
2024-06-22,Gujarat,Ahmedabad,Soybean,FAQ,180,70,1630,2930,1730
2024-06-29,Gujarat,Ahmedabad,Soybean,FAQ,92,132,1842,2642,2842
2024-07-06,Gujarat,Ahmedabad,Soybean,FAQ,225,65,2375,3175,2775
2024-07-13,Gujarat,Ahmedabad,Soybean,FAQ,163,53,2213,2513,2913
2024-07-20,Gujarat,Ahmedabad,Soybean,FAQ,101,141,2451,3251,2851
2024-07-27,Gujarat,Ahmedabad,Soybean,FAQ,115,155,2465,3265,1665
2024-08-03,Gujarat,Ahmedabad,Soybean,FAQ,201,41,2351,2151,2751
2024-08-10,Gujarat,Ahmedabad,Soybean,FAQ,184,124,1234,2534,2534
2024-08-17,Gujarat,Ahmedabad,Soybean,FAQ,216,156,1266,2566,3166
2024-08-24,Gujarat,Ahmedabad,Soybean,FAQ,119,159,1869,3669,1669
2024-08-31,Gujarat,Ahmedabad,Soybean,FAQ,139,79,1789,3089,1889
2024-09-07,Gujarat,Ahmedabad,Soybean,FAQ,205,95,1655,2955,2355
2024-09-14,Gujarat,Ahmedabad,Soybean,FAQ,85,175,2035,2835,3035
2024-09-21,Gujarat,Ahmedabad,Soybean,FAQ,159,49,1309,3109,1709
2024-09-28,Gujarat,Ahmedabad,Soybean,FAQ,247,187,1597,3397,1997
2022-01-01,Gujarat,Ahmedabad,Maize,FAQ,138,78,2088,2888,1888
2022-01-08,Gujarat,Ahmedabad,Maize,FAQ,176,66,1326,3126,2326
2022-01-15,Gujarat,Ahmedabad,Maize,FAQ,94,184,2044,2844,3044
2022-01-22,Gujarat,Ahmedabad,Maize,FAQ,212,52,1762,3562,1562
2022-01-29,Gujarat,Ahmedabad,Maize,FAQ,108,48,1158,3458,1858
2022-02-05,Gujarat,Ahmedabad,Maize,FAQ,111,151,2161,2461,1661
2022-02-12,Gujarat,Ahmedabad,Maize,FAQ,143,83,1193,2493,1893
2022-02-19,Gujarat,Ahmedabad,Maize,FAQ,112,52,1462,2262,1862
2022-02-26,Gujarat,Ahmedabad,Maize,FAQ,194,84,1044,2344,2344
2022-03-05,Gujarat,Ahmedabad,Maize,FAQ,63,103,1513,1813,2813
2022-03-12,Gujarat,Ahmedabad,Maize,FAQ,56,146,1106,3406,2406
2022-03-19,Gujarat,Ahmedabad,Maize,FAQ,67,107,2117,3417,2817
2022-03-26,Gujarat,Ahmedabad,Maize,FAQ,139,79,2389,3689,3089
2022-04-02,Gujarat,Ahmedabad,Maize,FAQ,159,149,1109,1909,1509
2022-04-09,Gujarat,Ahmedabad,Maize,FAQ,128,68,1478,3278,1878
2022-04-16,Gujarat,Ahmedabad,Maize,FAQ,90,180,2040,2840,1840
2022-04-23,Gujarat,Ahmedabad,Maize,FAQ,181,71,2231,3531,2331
2022-04-30,Gujarat,Ahmedabad,Maize,FAQ,219,109,1969,2769,2369
2022-05-07,Gujarat,Ahmedabad,Maize,FAQ,135,175,1885,3685,1685
2022-05-14,Gujarat,Ahmedabad,Maize,FAQ,160,50,1910,3710,2910
2022-05-21,Gujarat,Ahmedabad,Maize,FAQ,129,69,1479,3279,3079
2022-05-28,Gujarat,Ahmedabad,Maize,FAQ,181,121,1231,2531,2531
2022-06-04,Gujarat,Ahmedabad,Maize,FAQ,88,128,2138,2438,1638
2022-06-11,Gujarat,Ahmedabad,Maize,FAQ,108,48,2358,3658,1858
2022-06-18,Gujarat,Ahmedabad,Maize,FAQ,195,135,1545,3345,1945
2022-06-25,Gujarat,Ahmedabad,Maize,FAQ,78,118,1828,3628,2228
2022-07-02,Gujarat,Ahmedabad,Maize,FAQ,249,89,2399,3199,2199
2022-07-09,Gujarat,Ahmedabad,Maize,FAQ,71,61,1321,2621,2021
2022-07-16,Gujarat,Ahmedabad,Maize,FAQ,242,182,1592,3392,2592
2022-07-23,Gujarat,Ahmedabad,Maize,FAQ,223,63,2073,3373,2773
2022-07-30,Gujarat,Ahmedabad,Maize,FAQ,124,114,1674,2474,1474
2022-08-06,Gujarat,Ahmedabad,Maize,FAQ,89,179,2039,1839,2439
2022-08-13,Gujarat,Ahmedabad,Maize,FAQ,127,167,1577,2877,2277
2022-08-20,Gujarat,Ahmedabad,Maize,FAQ,134,74,1484,3284,2484
2022-08-27,Gujarat,Ahmedabad,Maize,FAQ,110,50,1760,3060,3060
2022-09-03,Gujarat,Ahmedabad,Maize,FAQ,93,183,1443,2243,3043
2022-09-10,Gujarat,Ahmedabad,Maize,FAQ,104,94,1354,3654,2054
2022-09-17,Gujarat,Ahmedabad,Maize,FAQ,95,185,2045,1845,3045
2022-09-24,Gujarat,Ahmedabad,Maize,FAQ,122,112,1972,2272,2672
2022-10-01,Gujarat,Ahmedabad,Maize,FAQ,145,135,1095,2895,1495
2022-10-08,Gujarat,Ahmedabad,Maize,FAQ,153,43,2203,3503,2903
2022-10-15,Gujarat,Ahmedabad,Maize,FAQ,130,70,1480,3280,1880
2022-10-22,Gujarat,Ahmedabad,Maize,FAQ,118,108,1068,2868,1468
2022-10-29,Gujarat,Ahmedabad,Maize,FAQ,248,188,1298,2598,2598
2022-11-05,Gujarat,Ahmedabad,Maize,FAQ,243,183,2193,1993,1993
2022-11-12,Gujarat,Ahmedabad,Maize,FAQ,104,44,1754,2054,3054
2022-11-19,Gujarat,Ahmedabad,Maize,FAQ,69,59,1019,2819,1419
2022-11-26,Gujarat,Ahmedabad,Maize,FAQ,71,161,2021,2821,1821
2022-12-03,Gujarat,Ahmedabad,Maize,FAQ,139,179,1289,3089,2289
2022-12-10,Gujarat,Ahmedabad,Maize,FAQ,154,144,2004,3304,2104
2022-12-17,Gujarat,Ahmedabad,Maize,FAQ,220,160,2470,3770,1970
2022-12-24,Gujarat,Ahmedabad,Maize,FAQ,233,123,1683,1983,2383
2022-12-31,Gujarat,Ahmedabad,Maize,FAQ,145,135,1695,3495,1495
2023-01-07,Gujarat,Ahmedabad,Maize,FAQ,102,142,2152,3452,1652
2023-01-14,Gujarat,Ahmedabad,Maize,FAQ,240,80,1790,2590,2190
2023-01-21,Gujarat,Ahmedabad,Maize,FAQ,56,146,1106,3406,3006
2023-01-28,Gujarat,Ahmedabad,Maize,FAQ,128,118,1978,3278,1478
2023-02-04,Gujarat,Ahmedabad,Maize,FAQ,158,48,1608,2908,1708
2023-02-11,Gujarat,Ahmedabad,Maize,FAQ,159,49,1309,2109,1709
2023-02-18,Gujarat,Ahmedabad,Maize,FAQ,146,186,2196,2496,2296
2023-02-25,Gujarat,Ahmedabad,Maize,FAQ,196,186,1746,3546,2746
2023-03-04,Gujarat,Ahmedabad,Maize,FAQ,192,82,1642,2942,2342
2023-03-11,Gujarat,Ahmedabad,Maize,FAQ,53,43,1303,3603,2603
2023-03-18,Gujarat,Ahmedabad,Maize,FAQ,238,178,1888,2188,1988
2023-03-25,Gujarat,Ahmedabad,Maize,FAQ,71,161,1421,3221,1821
2023-04-01,Gujarat,Ahmedabad,Maize,FAQ,82,72,2232,2032,2032
2023-04-08,Gujarat,Ahmedabad,Maize,FAQ,208,48,1758,2558,2758
2023-04-15,Gujarat,Ahmedabad,Maize,FAQ,145,185,1895,3695,1695
2023-04-22,Gujarat,Ahmedabad,Maize,FAQ,148,138,1098,1898,1498
2023-04-29,Gujarat,Ahmedabad,Maize,FAQ,86,176,1736,3036,1836
2023-05-06,Gujarat,Ahmedabad,Maize,FAQ,128,168,1878,3678,2878
2023-05-13,Gujarat,Ahmedabad,Maize,FAQ,115,55,1165,3465,2465
2023-05-20,Gujarat,Ahmedabad,Maize,FAQ,62,152,1412,2212,1812
2023-05-27,Gujarat,Ahmedabad,Maize,FAQ,199,139,1549,3349,2549
2023-06-03,Gujarat,Ahmedabad,Maize,FAQ,152,42,1302,2102,1702
2023-06-10,Gujarat,Ahmedabad,Maize,FAQ,179,119,1829,2129,1929
2023-06-17,Gujarat,Ahmedabad,Maize,FAQ,116,106,1966,3266,1466
2023-06-24,Gujarat,Ahmedabad,Maize,FAQ,241,81,2391,3191,2791
2023-07-01,Gujarat,Ahmedabad,Maize,FAQ,228,68,2378,3178,1578
2023-07-08,Gujarat,Ahmedabad,Maize,FAQ,166,156,1416,2716,2716
2023-07-15,Gujarat,Ahmedabad,Maize,FAQ,104,44,1754,2054,2454
2023-07-22,Gujarat,Ahmedabad,Maize,FAQ,196,186,1146,2946,2746
2023-07-29,Gujarat,Ahmedabad,Maize,FAQ,79,69,1329,3629,2029
2023-08-05,Gujarat,Ahmedabad,Maize,FAQ,131,171,2181,3481,2881
2023-08-12,Gujarat,Ahmedabad,Maize,FAQ,127,67,1477,3277,3077
2023-08-19,Gujarat,Ahmedabad,Maize,FAQ,107,47,2057,1857,1857
2023-08-26,Gujarat,Ahmedabad,Maize,FAQ,93,83,1943,2243,1443
2023-09-02,Gujarat,Ahmedabad,Maize,FAQ,191,181,1741,3541,2741
2023-09-09,Gujarat,Ahmedabad,Maize,FAQ,158,98,2108,2908,2508
2023-09-16,Gujarat,Ahmedabad,Maize,FAQ,69,109,1219,2019,2819
2023-09-23,Gujarat,Ahmedabad,Maize,FAQ,80,170,1730,2030,3030
2023-09-30,Gujarat,Ahmedabad,Maize,FAQ,145,185,1295,2095,2295
2023-10-07,Gujarat,Ahmedabad,Maize,FAQ,184,74,1334,2134,2334
2023-10-14,Gujarat,Ahmedabad,Maize,FAQ,142,132,1092,2892,2092
2023-10-21,Gujarat,Ahmedabad,Maize,FAQ,135,125,1085,1885,1485
2023-10-28,Gujarat,Ahmedabad,Maize,FAQ,232,172,1882,2182,1982
2023-11-04,Gujarat,Ahmedabad,Maize,FAQ,131,71,1781,3081,1881
2023-11-11,Gujarat,Ahmedabad,Maize,FAQ,164,54,1914,3714,2314
2023-11-18,Gujarat,Ahmedabad,Maize,FAQ,183,123,2133,1933,3133
2023-11-25,Gujarat,Ahmedabad,Maize,FAQ,249,89,1199,2999,1599
2023-12-02,Gujarat,Ahmedabad,Maize,FAQ,109,49,1159,3459,2459
2023-12-09,Gujarat,Ahmedabad,Maize,FAQ,244,134,2294,3594,1794
2023-12-16,Gujarat,Ahmedabad,Maize,FAQ,156,96,1206,3506,3106
2023-12-23,Gujarat,Ahmedabad,Maize,FAQ,135,175,1585,1885,2885
2023-12-30,Gujarat,Ahmedabad,Maize,FAQ,84,74,1934,3234,1434
2024-01-06,Gujarat,Ahmedabad,Maize,FAQ,181,121,1231,2531,3131
2024-01-13,Gujarat,Ahmedabad,Maize,FAQ,87,127,1837,2637,1637
2024-01-20,Gujarat,Ahmedabad,Maize,FAQ,190,180,1740,2540,1540
2024-01-27,Gujarat,Ahmedabad,Maize,FAQ,224,64,1174,1974,1574
2024-02-03,Gujarat,Ahmedabad,Maize,FAQ,87,77,2237,2037,2037
2024-02-10,Gujarat,Ahmedabad,Maize,FAQ,160,100,2410,3710,2510
2024-02-17,Gujarat,Ahmedabad,Maize,FAQ,147,87,2397,3697,1897
2024-02-24,Gujarat,Ahmedabad,Maize,FAQ,205,95,2255,3555,2355
2024-03-02,Gujarat,Ahmedabad,Maize,FAQ,179,169,2329,2129,2729
2024-03-09,Gujarat,Ahmedabad,Maize,FAQ,168,108,2118,1918,1918
2024-03-16,Gujarat,Ahmedabad,Maize,FAQ,227,67,1477,3777,1577
2024-03-23,Gujarat,Ahmedabad,Maize,FAQ,97,87,1947,3247,2647
2024-03-30,Gujarat,Ahmedabad,Maize,FAQ,227,67,2377,2177,1577
2024-04-06,Gujarat,Ahmedabad,Maize,FAQ,247,187,1597,2397,3197
2024-04-13,Gujarat,Ahmedabad,Maize,FAQ,66,56,1316,3616,1416
2024-04-20,Gujarat,Ahmedabad,Maize,FAQ,88,178,1138,2438,1838
2024-04-27,Gujarat,Ahmedabad,Maize,FAQ,157,47,2207,2507,2907
2024-05-04,Gujarat,Ahmedabad,Maize,FAQ,64,54,2214,3014,2014
2024-05-11,Gujarat,Ahmedabad,Maize,FAQ,165,55,1615,2915,2315
2024-05-18,Gujarat,Ahmedabad,Maize,FAQ,65,55,1615,3415,1415
2024-05-25,Gujarat,Ahmedabad,Maize,FAQ,140,80,1790,2090,2490
2024-06-01,Gujarat,Ahmedabad,Maize,FAQ,211,151,1261,2561,3161
2024-06-08,Gujarat,Ahmedabad,Maize,FAQ,96,186,2046,2846,3046
2024-06-15,Gujarat,Ahmedabad,Maize,FAQ,66,156,1716,3016,1816
2024-06-22,Gujarat,Ahmedabad,Maize,FAQ,175,115,2425,2725,3125
2024-06-29,Gujarat,Ahmedabad,Maize,FAQ,135,125,1985,3285,1485
2024-07-06,Gujarat,Ahmedabad,Maize,FAQ,56,46,2206,2006,2006
2024-07-13,Gujarat,Ahmedabad,Maize,FAQ,75,65,1625,2425,1425
2024-07-20,Gujarat,Ahmedabad,Maize,FAQ,109,99,1059,1859,1459
2024-07-27,Gujarat,Ahmedabad,Maize,FAQ,97,137,1547,2847,2247
2024-08-03,Gujarat,Ahmedabad,Maize,FAQ,158,48,1308,3108,2308
2024-08-10,Gujarat,Ahmedabad,Maize,FAQ,93,133,1243,3043,2843
2024-08-17,Gujarat,Ahmedabad,Maize,FAQ,204,44,1454,3754,2154
2024-08-24,Gujarat,Ahmedabad,Maize,FAQ,57,97,2407,3207,1607
2024-08-31,Gujarat,Ahmedabad,Maize,FAQ,211,51,1161,1961,2761
2024-09-07,Gujarat,Ahmedabad,Maize,FAQ,191,181,1741,2541,1541
2024-09-14,Gujarat,Ahmedabad,Maize,FAQ,141,131,1991,3291,2691
2024-09-21,Gujarat,Ahmedabad,Maize,FAQ,64,54,1914,2214,1414
2024-09-28,Gujarat,Ahmedabad,Maize,FAQ,200,40,1750,2550,2750
2022-01-01,Rajasthan,Jaipur,Rice,FAQ,90,80,1340,3640,2040
2022-01-08,Rajasthan,Jaipur,Rice,FAQ,81,121,1231,2031,2831
2022-01-15,Rajasthan,Jaipur,Rice,FAQ,196,86,1946,3746,2946
2022-01-22,Rajasthan,Jaipur,Rice,FAQ,163,153,1113,1913,2713
2022-01-29,Rajasthan,Jaipur,Rice,FAQ,61,151,2311,3611,2411
2022-02-05,Rajasthan,Jaipur,Rice,FAQ,229,69,2079,2379,2779
2022-02-12,Rajasthan,Jaipur,Rice,FAQ,144,134,1394,2694,1494
2022-02-19,Rajasthan,Jaipur,Rice,FAQ,100,140,1550,1850,2250
2022-02-26,Rajasthan,Jaipur,Rice,FAQ,218,58,1768,2568,2168
2022-03-05,Rajasthan,Jaipur,Rice,FAQ,185,125,1835,2135,3135
2022-03-12,Rajasthan,Jaipur,Rice,FAQ,175,65,2225,3525,2325
2022-03-19,Rajasthan,Jaipur,Rice,FAQ,182,122,1232,3532,2532
2022-03-26,Rajasthan,Jaipur,Rice,FAQ,183,123,2433,3733,3133
2022-04-02,Rajasthan,Jaipur,Rice,FAQ,142,182,1292,3092,2892
2022-04-09,Rajasthan,Jaipur,Rice,FAQ,197,87,1647,2947,1747
2022-04-16,Rajasthan,Jaipur,Rice,FAQ,106,46,1156,2456,2456
2022-04-23,Rajasthan,Jaipur,Rice,FAQ,209,49,1159,2959,1559
2022-04-30,Rajasthan,Jaipur,Rice,FAQ,114,54,1164,2464,1864
2022-05-07,Rajasthan,Jaipur,Rice,FAQ,134,124,1984,3284,2684
2022-05-14,Rajasthan,Jaipur,Rice,FAQ,106,46,2056,1856,1856
2022-05-21,Rajasthan,Jaipur,Rice,FAQ,83,123,1533,1833,2233
2022-05-28,Rajasthan,Jaipur,Rice,FAQ,53,93,1503,2803,2203
2022-06-04,Rajasthan,Jaipur,Rice,FAQ,195,85,1945,2745,2945
2022-06-11,Rajasthan,Jaipur,Rice,FAQ,90,80,1340,2640,2640
2022-06-18,Rajasthan,Jaipur,Rice,FAQ,222,162,2172,2972,3172
2022-06-25,Rajasthan,Jaipur,Rice,FAQ,225,165,1575,2375,1975
2022-07-02,Rajasthan,Jaipur,Rice,FAQ,176,66,1026,2326,2926
2022-07-09,Rajasthan,Jaipur,Rice,FAQ,203,43,1153,1953,2153
2022-07-16,Rajasthan,Jaipur,Rice,FAQ,210,100,1660,1960,1760
2022-07-23,Rajasthan,Jaipur,Rice,FAQ,241,181,1591,3391,2591
2022-07-30,Rajasthan,Jaipur,Rice,FAQ,104,44,1454,3254,2454
2022-08-06,Rajasthan,Jaipur,Rice,FAQ,118,108,1968,2268,2668
2022-08-13,Rajasthan,Jaipur,Rice,FAQ,90,180,2340,3640,1840
2022-08-20,Rajasthan,Jaipur,Rice,FAQ,59,99,2409,3209,2209
2022-08-27,Rajasthan,Jaipur,Rice,FAQ,176,116,2126,1926,3126
2022-09-03,Rajasthan,Jaipur,Rice,FAQ,171,161,1121,2921,1521
2022-09-10,Rajasthan,Jaipur,Rice,FAQ,173,63,2223,2523,1723
2022-09-17,Rajasthan,Jaipur,Rice,FAQ,124,64,1774,3074,2474
2022-09-24,Rajasthan,Jaipur,Rice,FAQ,121,61,1771,3071,3071
2022-10-01,Rajasthan,Jaipur,Rice,FAQ,238,78,1788,3588,2788
2022-10-08,Rajasthan,Jaipur,Rice,FAQ,177,67,1927,3727,2327
2022-10-15,Rajasthan,Jaipur,Rice,FAQ,98,88,1048,1848,2648
2022-10-22,Rajasthan,Jaipur,Rice,FAQ,87,77,1337,3637,1437
2022-10-29,Rajasthan,Jaipur,Rice,FAQ,247,87,1497,2797,1597
2022-11-05,Rajasthan,Jaipur,Rice,FAQ,65,155,1715,2015,1815
2022-11-12,Rajasthan,Jaipur,Rice,FAQ,142,132,2292,3092,2092
2022-11-19,Rajasthan,Jaipur,Rice,FAQ,53,93,1803,2603,2203
2022-11-26,Rajasthan,Jaipur,Rice,FAQ,78,118,1828,3628,2228
2022-12-03,Rajasthan,Jaipur,Rice,FAQ,201,41,1451,3751,2751
2022-12-10,Rajasthan,Jaipur,Rice,FAQ,76,66,1326,3626,1426
2022-12-17,Rajasthan,Jaipur,Rice,FAQ,212,102,1362,2162,2362
2022-12-24,Rajasthan,Jaipur,Rice,FAQ,183,73,2233,2533,2333
2022-12-31,Rajasthan,Jaipur,Rice,FAQ,123,63,1473,2273,3073
2023-01-07,Rajasthan,Jaipur,Rice,FAQ,80,170,1130,2430,1830
2023-01-14,Rajasthan,Jaipur,Rice,FAQ,218,108,1368,2168,2368
2023-01-21,Rajasthan,Jaipur,Rice,FAQ,110,50,2360,3660,3060
2023-01-28,Rajasthan,Jaipur,Rice,FAQ,106,96,1056,2856,2656
2023-02-04,Rajasthan,Jaipur,Rice,FAQ,209,149,1859,2159,2559
2023-02-11,Rajasthan,Jaipur,Rice,FAQ,199,89,1349,2149,2949
2023-02-18,Rajasthan,Jaipur,Rice,FAQ,104,144,2154,3454,2254
2023-02-25,Rajasthan,Jaipur,Rice,FAQ,79,119,2429,3229,2829
2023-03-04,Rajasthan,Jaipur,Rice,FAQ,128,68,1178,2478,3078
2023-03-11,Rajasthan,Jaipur,Rice,FAQ,164,104,1814,2114,1914
2023-03-18,Rajasthan,Jaipur,Rice,FAQ,109,149,1559,2859,2859
2023-03-25,Rajasthan,Jaipur,Rice,FAQ,134,74,1484,2284,1884
2023-04-01,Rajasthan,Jaipur,Rice,FAQ,235,75,2085,3385,1585
2023-04-08,Rajasthan,Jaipur,Rice,FAQ,99,139,2449,2249,2249
2023-04-15,Rajasthan,Jaipur,Rice,FAQ,66,56,1916,2216,1416
2023-04-22,Rajasthan,Jaipur,Rice,FAQ,226,116,1376,2176,2976
2023-04-29,Rajasthan,Jaipur,Rice,FAQ,91,81,1641,3441,2641
2023-05-06,Rajasthan,Jaipur,Rice,FAQ,189,129,1539,2339,1939
2023-05-13,Rajasthan,Jaipur,Rice,FAQ,54,94,2104,2404,2204
2023-05-20,Rajasthan,Jaipur,Rice,FAQ,88,78,1038,2838,2638
2023-05-27,Rajasthan,Jaipur,Rice,FAQ,98,138,2148,3448,1648
2023-06-03,Rajasthan,Jaipur,Rice,FAQ,212,152,1862,3162,2562
2023-06-10,Rajasthan,Jaipur,Rice,FAQ,134,74,1484,2284,1884
2023-06-17,Rajasthan,Jaipur,Rice,FAQ,120,160,2170,3470,2270
2023-06-24,Rajasthan,Jaipur,Rice,FAQ,174,64,1324,2124,1724
2023-07-01,Rajasthan,Jaipur,Rice,FAQ,79,169,1729,2029,3029
2023-07-08,Rajasthan,Jaipur,Rice,FAQ,84,124,1534,1834,2834
2023-07-15,Rajasthan,Jaipur,Rice,FAQ,171,161,1721,2521,2121
2023-07-22,Rajasthan,Jaipur,Rice,FAQ,64,154,1414,3214,2414
2023-07-29,Rajasthan,Jaipur,Rice,FAQ,147,87,2397,3697,2497
2023-08-05,Rajasthan,Jaipur,Rice,FAQ,199,139,1849,2149,1949
2023-08-12,Rajasthan,Jaipur,Rice,FAQ,170,110,2420,2720,1920
2023-08-19,Rajasthan,Jaipur,Rice,FAQ,150,90,1200,2500,1900
2023-08-26,Rajasthan,Jaipur,Rice,FAQ,74,64,1024,2824,2624
2023-09-02,Rajasthan,Jaipur,Rice,FAQ,50,40,1900,2200,2000
2023-09-09,Rajasthan,Jaipur,Rice,FAQ,132,72,1482,3282,3082
2023-09-16,Rajasthan,Jaipur,Rice,FAQ,195,185,2345,3145,2145
2023-09-23,Rajasthan,Jaipur,Rice,FAQ,109,49,2359,2659,1859
2023-09-30,Rajasthan,Jaipur,Rice,FAQ,149,189,2499,3299,1699
2023-10-07,Rajasthan,Jaipur,Rice,FAQ,115,55,2065,1865,2465
2023-10-14,Rajasthan,Jaipur,Rice,FAQ,179,169,2329,2129,2129
2023-10-21,Rajasthan,Jaipur,Rice,FAQ,64,54,1914,3214,1414
2023-10-28,Rajasthan,Jaipur,Rice,FAQ,119,59,1469,2269,3069
2023-11-04,Rajasthan,Jaipur,Rice,FAQ,163,153,1413,3713,2113
2023-11-11,Rajasthan,Jaipur,Rice,FAQ,217,157,1867,3167,3167
2023-11-18,Rajasthan,Jaipur,Rice,FAQ,138,178,1888,2688,2288
2023-11-25,Rajasthan,Jaipur,Rice,FAQ,99,89,1349,3649,2649
2023-12-02,Rajasthan,Jaipur,Rice,FAQ,159,99,2109,1909,1909
2023-12-09,Rajasthan,Jaipur,Rice,FAQ,62,102,1212,2012,1612
2023-12-16,Rajasthan,Jaipur,Rice,FAQ,163,153,1413,2713,2713
2023-12-23,Rajasthan,Jaipur,Rice,FAQ,187,127,1837,2137,1937
2023-12-30,Rajasthan,Jaipur,Rice,FAQ,142,82,1492,2292,3092
2024-01-06,Rajasthan,Jaipur,Rice,FAQ,101,41,2051,2851,3051
2024-01-13,Rajasthan,Jaipur,Rice,FAQ,145,85,1795,3095,1895
2024-01-20,Rajasthan,Jaipur,Rice,FAQ,146,186,2196,2496,1696
2024-01-27,Rajasthan,Jaipur,Rice,FAQ,176,66,1626,2926,2326
2024-02-03,Rajasthan,Jaipur,Rice,FAQ,62,52,1312,2612,2612
2024-02-10,Rajasthan,Jaipur,Rice,FAQ,165,155,2015,3315,2715
2024-02-17,Rajasthan,Jaipur,Rice,FAQ,130,170,1280,3080,2880
2024-02-24,Rajasthan,Jaipur,Rice,FAQ,68,108,2418,2218,2218
2024-03-02,Rajasthan,Jaipur,Rice,FAQ,159,49,2209,3509,2309
2024-03-09,Rajasthan,Jaipur,Rice,FAQ,54,44,1904,2204,2604
2024-03-16,Rajasthan,Jaipur,Rice,FAQ,83,73,2233,3033,1433
2024-03-23,Rajasthan,Jaipur,Rice,FAQ,137,77,1187,2487,1887
2024-03-30,Rajasthan,Jaipur,Rice,FAQ,174,64,1024,2324,2924
2024-04-06,Rajasthan,Jaipur,Rice,FAQ,150,90,1800,3100,1900
2024-04-13,Rajasthan,Jaipur,Rice,FAQ,189,129,2139,2939,2539
2024-04-20,Rajasthan,Jaipur,Rice,FAQ,231,71,2381,2181,2781
2024-04-27,Rajasthan,Jaipur,Rice,FAQ,195,185,1745,2545,1545
2024-05-04,Rajasthan,Jaipur,Rice,FAQ,231,71,1781,2581,1581
2024-05-11,Rajasthan,Jaipur,Rice,FAQ,140,180,2190,2490,2290
2024-05-18,Rajasthan,Jaipur,Rice,FAQ,155,95,1505,2305,1905
2024-05-25,Rajasthan,Jaipur,Rice,FAQ,96,186,1446,2246,2446
2024-06-01,Rajasthan,Jaipur,Rice,FAQ,237,177,2187,2987,2587
2024-06-08,Rajasthan,Jaipur,Rice,FAQ,157,147,2007,3307,2107
2024-06-15,Rajasthan,Jaipur,Rice,FAQ,186,76,1636,1936,2336
2024-06-22,Rajasthan,Jaipur,Rice,FAQ,93,83,1943,2243,1443
2024-06-29,Rajasthan,Jaipur,Rice,FAQ,205,95,1955,2755,1755
2024-07-06,Rajasthan,Jaipur,Rice,FAQ,218,158,1268,2568,1968
2024-07-13,Rajasthan,Jaipur,Rice,FAQ,55,45,1305,2605,2605
2024-07-20,Rajasthan,Jaipur,Rice,FAQ,52,42,2202,3002,2602
2024-07-27,Rajasthan,Jaipur,Rice,FAQ,135,75,1785,2085,3085
2024-08-03,Rajasthan,Jaipur,Rice,FAQ,171,111,2121,1921,1921
2024-08-10,Rajasthan,Jaipur,Rice,FAQ,92,82,1042,1842,1442
2024-08-17,Rajasthan,Jaipur,Rice,FAQ,104,44,1754,3054,1854
2024-08-24,Rajasthan,Jaipur,Rice,FAQ,78,68,1028,1828,1428
2024-08-31,Rajasthan,Jaipur,Rice,FAQ,165,55,1615,1915,1715
2024-09-07,Rajasthan,Jaipur,Rice,FAQ,111,101,2261,3061,1461
2024-09-14,Rajasthan,Jaipur,Rice,FAQ,160,50,2210,3510,2910
2024-09-21,Rajasthan,Jaipur,Rice,FAQ,88,178,1438,3238,2438
2024-09-28,Rajasthan,Jaipur,Rice,FAQ,216,106,1066,2366,2966
2022-01-01,Rajasthan,Jaipur,Wheat,FAQ,186,126,1236,2536,2536
2022-01-08,Rajasthan,Jaipur,Wheat,FAQ,217,57,1467,3767,2767
2022-01-15,Rajasthan,Jaipur,Wheat,FAQ,215,105,1665,1965,1765
2022-01-22,Rajasthan,Jaipur,Wheat,FAQ,175,65,1025,2325,1725
2022-01-29,Rajasthan,Jaipur,Wheat,FAQ,133,73,1483,2283,2483
2022-02-05,Rajasthan,Jaipur,Wheat,FAQ,64,154,1114,3414,1814
2022-02-12,Rajasthan,Jaipur,Wheat,FAQ,231,171,1881,2181,3181
2022-02-19,Rajasthan,Jaipur,Wheat,FAQ,149,89,1499,3299,1899
2022-02-26,Rajasthan,Jaipur,Wheat,FAQ,78,168,1128,3428,2428
2022-03-05,Rajasthan,Jaipur,Wheat,FAQ,122,162,1572,2872,2872
2022-03-12,Rajasthan,Jaipur,Wheat,FAQ,59,49,1909,2209,2009
2022-03-19,Rajasthan,Jaipur,Wheat,FAQ,149,189,1299,3099,2299
2022-03-26,Rajasthan,Jaipur,Wheat,FAQ,93,83,1643,3443,1443
2022-04-02,Rajasthan,Jaipur,Wheat,FAQ,224,114,1074,3374,2974
2022-04-09,Rajasthan,Jaipur,Wheat,FAQ,153,93,1203,3503,3103
2022-04-16,Rajasthan,Jaipur,Wheat,FAQ,140,130,1990,2290,1490
2022-04-23,Rajasthan,Jaipur,Wheat,FAQ,232,172,2482,2782,3182
2022-04-30,Rajasthan,Jaipur,Wheat,FAQ,185,75,1935,3735,1735
2022-05-07,Rajasthan,Jaipur,Wheat,FAQ,220,110,1070,3370,1770
2022-05-14,Rajasthan,Jaipur,Wheat,FAQ,190,130,1840,2140,3140
