date,state,district,latitude,longitude,temperature_max,temperature_min,humidity,rainfall,wind_speed,pressure
2023-10-01,Punjab,Ludhiana,30.9,75.85,25.6,14.6,76,0,6,1026
2023-10-02,Punjab,Ludhiana,30.9,75.85,28.6,21.6,79,0,9,1029
2023-10-03,Punjab,Ludhiana,30.9,75.85,23.6,14.6,74,0,19,1014
2023-10-04,Punjab,Ludhiana,30.9,75.85,27.6,18.6,88,0,18,1018
2023-10-05,Punjab,Ludhiana,30.9,75.85,23.6,20.6,64,0,9,1024
2023-10-06,Punjab,Ludhiana,30.9,75.85,19.6,16.6,70,0,15,1020
2023-10-07,Punjab,Ludhiana,30.9,75.85,24.6,17.6,75,0,5,1025
2023-10-08,Punjab,Ludhiana,30.9,75.85,27.6,16.6,68,0,13,1028
2023-10-09,Punjab,Ludhiana,30.9,75.85,23.6,16.6,74,0,19,1024
2023-10-10,Punjab,Ludhiana,30.9,75.85,19.6,20.6,60,0,5,1020
2023-10-11,Punjab,Ludhiana,30.9,75.85,24.6,21.6,85,0,15,1025
2023-10-12,Punjab,Ludhiana,30.9,75.85,22.6,21.6,83,0,13,1013
2023-10-13,Punjab,Ludhiana,30.9,75.85,22.6,17.6,83,0,13,1013
2023-10-14,Punjab,Ludhiana,30.9,75.85,22.6,15.6,63,0,8,1023
2023-10-15,Punjab,Ludhiana,30.9,75.85,23.6,14.6,84,0,14,1014
2023-10-16,Punjab,Ludhiana,30.9,75.85,23.6,18.6,84,0,14,1014
2023-10-17,Punjab,Ludhiana,30.9,75.85,26.6,17.6,87,7,17,1017
2023-10-18,Punjab,Ludhiana,30.9,75.85,26.6,17.6,87,0,17,1017
2023-10-19,Punjab,Ludhiana,30.9,75.85,20.6,21.6,81,0,11,1021
2023-10-20,Punjab,Ludhiana,30.9,75.85,22.6,19.6,63,0,8,1023
2023-10-21,Punjab,Ludhiana,30.9,75.85,28.6,19.6,69,0,14,1019
2023-10-22,Punjab,Ludhiana,30.9,75.85,25.6,20.6,76,0,6,1016
2023-10-23,Punjab,Ludhiana,30.9,75.85,21.6,20.6,82,0,12,1012
2023-10-24,Punjab,Ludhiana,30.9,75.85,24.6,17.6,65,5,10,1025
2023-10-25,Punjab,Ludhiana,30.9,75.85,28.6,21.6,89,0,19,1029
2023-10-26,Punjab,Ludhiana,30.9,75.85,23.6,20.6,64,0,9,1024
2023-10-27,Punjab,Ludhiana,30.9,75.85,22.6,21.6,83,0,13,1013
2023-10-28,Punjab,Ludhiana,30.9,75.85,20.6,19.6,71,0,16,1011
2023-10-29,Punjab,Ludhiana,30.9,75.85,19.6,14.6,60,0,5,1010
2023-10-30,Punjab,Ludhiana,30.9,75.85,26.6,15.6,87,7,17,1027
2023-10-31,Punjab,Ludhiana,30.9,75.85,26.6,21.6,87,7,17,1017
2023-11-01,Punjab,Ludhiana,30.9,75.85,23.6,18.6,74,0,19,1014
2023-11-02,Punjab,Ludhiana,30.9,75.85,20.6,19.6,61,0,6,1011
2023-11-03,Punjab,Ludhiana,30.9,75.85,24.6,15.6,65,0,10,1015
2023-11-04,Punjab,Ludhiana,30.9,75.85,27.6,16.6,78,0,8,1028
2023-11-05,Punjab,Ludhiana,30.9,75.85,26.6,17.6,87,0,17,1017
2023-11-06,Punjab,Ludhiana,30.9,75.85,25.6,16.6,76,6,6,1016
2023-11-07,Punjab,Ludhiana,30.9,75.85,23.6,18.6,64,0,9,1014
2023-11-08,Punjab,Ludhiana,30.9,75.85,26.6,21.6,67,0,12,1017
2023-11-09,Punjab,Ludhiana,30.9,75.85,21.6,16.6,82,2,12,1012
2023-11-10,Punjab,Ludhiana,30.9,75.85,26.6,21.6,67,0,12,1017
2023-11-11,Punjab,Ludhiana,30.9,75.85,28.6,17.6,69,0,14,1029
2023-11-12,Punjab,Ludhiana,30.9,75.85,22.6,17.6,83,0,13,1013
2023-11-13,Punjab,Ludhiana,30.9,75.85,27.6,18.6,78,0,8,1018
2023-11-14,Punjab,Ludhiana,30.9,75.85,25.6,20.6,76,0,6,1016
2023-11-15,Punjab,Ludhiana,30.9,75.85,24.6,19.6,65,0,10,1015
2023-11-16,Punjab,Ludhiana,30.9,75.85,20.6,21.6,81,0,11,1021
2023-11-17,Punjab,Ludhiana,30.9,75.85,27.6,14.6,68,0,13,1018
2023-11-18,Punjab,Ludhiana,30.9,75.85,27.6,20.6,78,0,8,1028
2023-11-19,Punjab,Ludhiana,30.9,75.85,21.6,20.6,62,0,7,1012
2023-11-20,Punjab,Ludhiana,30.9,75.85,27.6,16.6,88,0,18,1028
2023-11-21,Punjab,Ludhiana,30.9,75.85,22.6,19.6,63,0,8,1023
2023-11-22,Punjab,Ludhiana,30.9,75.85,21.6,14.6,72,2,17,1022
2023-11-23,Punjab,Ludhiana,30.9,75.85,27.6,14.6,68,0,13,1018
2023-11-24,Punjab,Ludhiana,30.9,75.85,24.6,17.6,65,0,10,1025
2023-11-25,Punjab,Ludhiana,30.9,75.85,26.6,21.6,77,0,7,1017
2023-11-26,Punjab,Ludhiana,30.9,75.85,26.6,21.6,77,0,7,1017
2023-11-27,Punjab,Ludhiana,30.9,75.85,27.6,18.6,68,0,13,1018
2023-11-28,Punjab,Ludhiana,30.9,75.85,25.6,20.6,66,0,11,1016
2023-11-29,Punjab,Ludhiana,30.9,75.85,24.6,21.6,85,0,15,1025
2023-11-30,Punjab,Ludhiana,30.9,75.85,20.6,17.6,81,0,11,1021
2023-12-01,Punjab,Ludhiana,30.9,75.85,11.6,10.6,72,0,17,1012
2023-12-02,Punjab,Ludhiana,30.9,75.85,15.6,8.6,86,0,16,1026
2023-12-03,Punjab,Ludhiana,30.9,75.85,17.6,8.6,78,0,8,1018
2023-12-04,Punjab,Ludhiana,30.9,75.85,11.6,4.6,82,0,12,1022
2023-12-05,Punjab,Ludhiana,30.9,75.85,12.6,5.6,83,0,13,1023
2023-12-06,Punjab,Ludhiana,30.9,75.85,15.6,8.6,76,0,6,1026
2023-12-07,Punjab,Ludhiana,30.9,75.85,9.6,4.6,60,0,5,1010
2023-12-08,Punjab,Ludhiana,30.9,75.85,13.6,6.6,74,0,19,1024
2023-12-09,Punjab,Ludhiana,30.9,75.85,12.6,11.6,83,0,13,1013
2023-12-10,Punjab,Ludhiana,30.9,75.85,16.6,9.6,67,0,12,1027
2023-12-11,Punjab,Ludhiana,30.9,75.85,18.6,9.6,79,0,9,1019
2023-12-12,Punjab,Ludhiana,30.9,75.85,17.6,10.6,88,0,18,1028
2023-12-13,Punjab,Ludhiana,30.9,75.85,12.6,5.6,73,0,18,1023
2023-12-14,Punjab,Ludhiana,30.9,75.85,11.6,10.6,82,0,12,1012
2023-12-15,Punjab,Ludhiana,30.9,75.85,14.6,5.6,85,0,15,1015
2023-12-16,Punjab,Ludhiana,30.9,75.85,18.6,5.6,69,9,14,1019
2023-12-17,Punjab,Ludhiana,30.9,75.85,15.6,10.6,76,6,6,1016
2023-12-18,Punjab,Ludhiana,30.9,75.85,14.6,11.6,85,0,15,1025
2023-12-19,Punjab,Ludhiana,30.9,75.85,17.6,8.6,68,0,13,1018
2023-12-20,Punjab,Ludhiana,30.9,75.85,14.6,11.6,75,5,5,1025
2023-12-21,Punjab,Ludhiana,30.9,75.85,12.6,11.6,83,0,13,1013
2023-12-22,Punjab,Ludhiana,30.9,75.85,11.6,8.6,72,0,17,1022
2023-12-23,Punjab,Ludhiana,30.9,75.85,9.6,8.6,70,0,15,1010
2023-12-24,Punjab,Ludhiana,30.9,75.85,10.6,9.6,81,1,11,1011
2023-12-25,Punjab,Ludhiana,30.9,75.85,17.6,8.6,68,0,13,1018
2023-12-26,Punjab,Ludhiana,30.9,75.85,15.6,10.6,86,0,16,1016
2023-12-27,Punjab,Ludhiana,30.9,75.85,10.6,9.6,71,0,16,1011
2023-12-28,Punjab,Ludhiana,30.9,75.85,10.6,9.6,71,0,16,1011
2023-12-29,Punjab,Ludhiana,30.9,75.85,17.6,10.6,88,0,18,1028
2023-12-30,Punjab,Ludhiana,30.9,75.85,17.6,10.6,78,0,8,1028
2023-12-31,Punjab,Ludhiana,30.9,75.85,12.6,7.6,63,3,8,1013
2024-01-01,Punjab,Ludhiana,30.9,75.85,12.6,11.6,73,3,18,1013
2024-01-02,Punjab,Ludhiana,30.9,75.85,13.6,6.6,64,0,9,1024
2024-01-03,Punjab,Ludhiana,30.9,75.85,9.6,4.6,80,0,10,1010
2024-01-04,Punjab,Ludhiana,30.9,75.85,17.6,10.6,68,0,13,1028
2024-01-05,Punjab,Ludhiana,30.9,75.85,13.6,10.6,74,0,19,1024
2024-01-06,Punjab,Ludhiana,30.9,75.85,18.6,9.6,69,0,14,1019
2024-01-07,Punjab,Ludhiana,30.9,75.85,18.6,7.6,79,0,9,1029
2024-01-08,Punjab,Ludhiana,30.9,75.85,12.6,5.6,83,0,13,1023
2024-01-09,Punjab,Ludhiana,30.9,75.85,11.6,8.6,72,0,17,1022
2024-01-10,Punjab,Ludhiana,30.9,75.85,18.6,9.6,69,0,14,1019
2024-01-11,Punjab,Ludhiana,30.9,75.85,16.6,5.6,67,0,12,1027
2024-01-12,Punjab,Ludhiana,30.9,75.85,14.6,7.6,65,0,10,1025
2024-01-13,Punjab,Ludhiana,30.9,75.85,9.6,6.6,80,0,10,1020
2024-01-14,Punjab,Ludhiana,30.9,75.85,18.6,7.6,89,9,19,1029
2024-01-15,Punjab,Ludhiana,30.9,75.85,10.6,5.6,81,0,11,1011
2024-01-16,Punjab,Ludhiana,30.9,75.85,16.6,5.6,87,0,17,1027
2024-01-17,Punjab,Ludhiana,30.9,75.85,9.6,8.6,70,0,15,1010
2024-01-18,Punjab,Ludhiana,30.9,75.85,17.6,6.6,68,0,13,1028
2024-01-19,Punjab,Ludhiana,30.9,75.85,18.6,11.6,79,0,9,1029
2024-01-20,Punjab,Ludhiana,30.9,75.85,15.6,6.6,86,0,16,1016
2024-01-21,Punjab,Ludhiana,30.9,75.85,18.6,7.6,89,0,19,1029
2024-01-22,Punjab,Ludhiana,30.9,75.85,11.6,8.6,62,0,7,1022
2024-01-23,Punjab,Ludhiana,30.9,75.85,10.6,5.6,71,0,16,1011
2024-01-24,Punjab,Ludhiana,30.9,75.85,12.6,5.6,83,0,13,1023
2024-01-25,Punjab,Ludhiana,30.9,75.85,9.6,8.6,70,0,15,1010
2024-01-26,Punjab,Ludhiana,30.9,75.85,15.6,8.6,86,0,16,1026
2024-01-27,Punjab,Ludhiana,30.9,75.85,10.6,9.6,71,1,16,1011
2024-01-28,Punjab,Ludhiana,30.9,75.85,14.6,7.6,85,0,15,1025
2024-01-29,Punjab,Ludhiana,30.9,75.85,15.6,6.6,76,0,6,1016
2024-01-30,Punjab,Ludhiana,30.9,75.85,18.6,5.6,79,0,9,1019
2024-01-31,Punjab,Ludhiana,30.9,75.85,14.6,9.6,85,0,15,1015
2024-02-01,Punjab,Ludhiana,30.9,75.85,17.6,4.6,88,0,18,1018
2024-02-02,Punjab,Ludhiana,30.9,75.85,12.6,11.6,73,0,18,1013
2024-02-03,Punjab,Ludhiana,30.9,75.85,12.6,5.6,73,0,18,1023
2024-02-04,Punjab,Ludhiana,30.9,75.85,18.6,9.6,89,0,19,1019
2024-02-05,Punjab,Ludhiana,30.9,75.85,9.6,8.6,80,0,10,1010
2024-02-06,Punjab,Ludhiana,30.9,75.85,14.6,9.6,85,0,15,1015
2024-02-07,Punjab,Ludhiana,30.9,75.85,13.6,4.6,74,0,19,1014
2024-02-08,Punjab,Ludhiana,30.9,75.85,12.6,5.6,63,0,8,1023
2024-02-09,Punjab,Ludhiana,30.9,75.85,15.6,4.6,66,0,11,1026
2024-02-10,Punjab,Ludhiana,30.9,75.85,17.6,10.6,68,0,13,1028
2024-02-11,Punjab,Ludhiana,30.9,75.85,13.6,8.6,64,0,9,1014
2024-02-12,Punjab,Ludhiana,30.9,75.85,11.6,4.6,62,0,7,1022
2024-02-13,Punjab,Ludhiana,30.9,75.85,10.6,5.6,81,0,11,1011
2024-02-14,Punjab,Ludhiana,30.9,75.85,17.6,4.6,68,0,13,1018
2024-02-15,Punjab,Ludhiana,30.9,75.85,10.6,5.6,81,0,11,1011
2024-02-16,Punjab,Ludhiana,30.9,75.85,13.6,4.6,74,0,19,1014
2024-02-17,Punjab,Ludhiana,30.9,75.85,12.6,5.6,63,0,8,1023
2024-02-18,Punjab,Ludhiana,30.9,75.85,10.6,5.6,71,0,16,1011
2024-02-19,Punjab,Ludhiana,30.9,75.85,16.6,5.6,67,0,12,1027
2024-02-20,Punjab,Ludhiana,30.9,75.85,15.6,8.6,66,0,11,1026
2024-02-21,Punjab,Ludhiana,30.9,75.85,16.6,7.6,77,0,7,1017
2024-02-22,Punjab,Ludhiana,30.9,75.85,10.6,5.6,81,0,11,1011
2024-02-23,Punjab,Ludhiana,30.9,75.85,18.6,5.6,69,9,14,1019
2024-02-24,Punjab,Ludhiana,30.9,75.85,9.6,6.6,80,0,10,1020
2024-02-25,Punjab,Ludhiana,30.9,75.85,13.6,10.6,64,0,9,1024
2024-02-26,Punjab,Ludhiana,30.9,75.85,18.6,9.6,79,0,9,1019
2024-02-27,Punjab,Ludhiana,30.9,75.85,16.6,5.6,77,7,7,1027
2024-02-28,Punjab,Ludhiana,30.9,75.85,12.6,7.6,73,0,18,1013
2024-02-29,Punjab,Ludhiana,30.9,75.85,17.6,10.6,78,0,8,1028
2024-03-01,Punjab,Ludhiana,30.9,75.85,25.6,20.6,66,0,11,1016
2024-03-02,Punjab,Ludhiana,30.9,75.85,21.6,14.6,82,0,12,1022
2024-03-03,Punjab,Ludhiana,30.9,75.85,24.6,19.6,65,0,10,1015
2024-03-04,Punjab,Ludhiana,30.9,75.85,28.6,21.6,89,0,19,1029
2024-03-05,Punjab,Ludhiana,30.9,75.85,20.6,19.6,61,1,6,1011
2024-03-06,Punjab,Ludhiana,30.9,75.85,21.6,14.6,82,2,12,1022
2024-03-07,Punjab,Ludhiana,30.9,75.85,19.6,18.6,60,0,5,1010
2024-03-08,Punjab,Ludhiana,30.9,75.85,24.6,17.6,85,0,15,1025
2024-03-09,Punjab,Ludhiana,30.9,75.85,19.6,20.6,70,0,15,1020
2024-03-10,Punjab,Ludhiana,30.9,75.85,26.6,17.6,87,0,17,1017
2024-03-11,Punjab,Ludhiana,30.9,75.85,21.6,14.6,72,0,17,1022
2024-03-12,Punjab,Ludhiana,30.9,75.85,27.6,16.6,68,0,13,1028
2024-03-13,Punjab,Ludhiana,30.9,75.85,26.6,19.6,87,7,17,1027
2024-03-14,Punjab,Ludhiana,30.9,75.85,19.6,18.6,80,0,10,1010
2024-03-15,Punjab,Ludhiana,30.9,75.85,27.6,14.6,88,0,18,1018
2024-03-16,Punjab,Ludhiana,30.9,75.85,27.6,18.6,88,0,18,1018
2024-03-17,Punjab,Ludhiana,30.9,75.85,24.6,15.6,65,0,10,1015
2024-03-18,Punjab,Ludhiana,30.9,75.85,26.6,17.6,67,0,12,1017
2024-03-19,Punjab,Ludhiana,30.9,75.85,27.6,16.6,78,0,8,1028
2024-03-20,Punjab,Ludhiana,30.9,75.85,24.6,21.6,75,0,5,1025
2024-03-21,Punjab,Ludhiana,30.9,75.85,20.6,21.6,71,0,16,1021
2024-03-22,Punjab,Ludhiana,30.9,75.85,26.6,21.6,77,0,7,1017
2024-03-23,Punjab,Ludhiana,30.9,75.85,19.6,16.6,60,0,5,1020
2024-03-24,Punjab,Ludhiana,30.9,75.85,20.6,19.6,71,1,16,1011
2024-03-25,Punjab,Ludhiana,30.9,75.85,24.6,21.6,85,0,15,1025
2024-03-26,Punjab,Ludhiana,30.9,75.85,22.6,19.6,63,0,8,1023
2024-03-27,Punjab,Ludhiana,30.9,75.85,21.6,16.6,82,0,12,1012
2024-03-28,Punjab,Ludhiana,30.9,75.85,27.6,20.6,88,0,18,1028
2024-03-29,Punjab,Ludhiana,30.9,75.85,23.6,20.6,64,4,9,1024
2024-03-30,Punjab,Ludhiana,30.9,75.85,20.6,15.6,71,0,16,1011
2024-03-31,Punjab,Ludhiana,30.9,75.85,28.6,21.6,89,0,19,1029
2024-04-01,Punjab,Ludhiana,30.9,75.85,32.5,31.6,83,3,13,1013
2024-04-02,Punjab,Ludhiana,30.9,75.85,31.6,30.6,62,2,7,1012
2024-04-03,Punjab,Ludhiana,30.9,75.85,35.5,24.6,66,0,11,1026
2024-04-04,Punjab,Ludhiana,30.9,75.85,35.5,24.6,66,0,11,1026
2024-04-05,Punjab,Ludhiana,30.9,75.85,32.5,29.6,73,0,18,1023
2024-04-06,Punjab,Ludhiana,30.9,75.85,30.6,27.6,61,0,6,1021
2024-04-07,Punjab,Ludhiana,30.9,75.85,38.5,27.6,69,0,14,1029
2024-04-08,Punjab,Ludhiana,30.9,75.85,29.6,26.6,70,0,15,1020
2024-04-09,Punjab,Ludhiana,30.9,75.85,36.5,25.6,77,0,7,1027
2024-04-10,Punjab,Ludhiana,30.9,75.85,34.5,31.6,65,5,10,1025
2024-04-11,Punjab,Ludhiana,30.9,75.85,34.5,29.6,85,0,15,1015
2024-04-12,Punjab,Ludhiana,30.9,75.85,31.6,28.6,82,0,12,1022
2024-04-13,Punjab,Ludhiana,30.9,75.85,30.6,31.6,81,0,11,1021
2024-04-14,Punjab,Ludhiana,30.9,75.85,36.5,27.6,87,0,17,1017
2024-04-15,Punjab,Ludhiana,30.9,75.85,35.5,26.6,86,0,16,1016
2024-04-16,Punjab,Ludhiana,30.9,75.85,30.6,25.6,61,0,6,1011
2024-04-17,Punjab,Ludhiana,30.9,75.85,35.5,28.6,86,0,16,1026
2024-04-18,Punjab,Ludhiana,30.9,75.85,31.6,26.6,72,0,17,1012
2024-04-19,Punjab,Ludhiana,30.9,75.85,29.6,24.6,80,0,10,1010
2024-04-20,Punjab,Ludhiana,30.9,75.85,29.6,24.6,60,0,5,1010
2024-04-21,Punjab,Ludhiana,30.9,75.85,37.5,24.6,68,0,13,1018
2024-04-22,Punjab,Ludhiana,30.9,75.85,37.5,28.6,78,0,8,1018
2024-04-23,Punjab,Ludhiana,30.9,75.85,33.5,26.6,84,0,14,1024
2024-04-24,Punjab,Ludhiana,30.9,75.85,31.6,30.6,82,0,12,1012
2024-04-25,Punjab,Ludhiana,30.9,75.85,37.5,28.6,88,8,18,1018
2024-04-26,Punjab,Ludhiana,30.9,75.85,33.5,24.6,64,0,9,1014
2024-04-27,Punjab,Ludhiana,30.9,75.85,35.5,26.6,76,6,6,1016
2024-04-28,Punjab,Ludhiana,30.9,75.85,32.5,25.6,73,0,18,1023
2024-04-29,Punjab,Ludhiana,30.9,75.85,35.5,28.6,76,0,6,1026
2024-04-30,Punjab,Ludhiana,30.9,75.85,37.5,26.6,78,8,8,1028
2024-05-01,Punjab,Ludhiana,30.9,75.85,30.6,25.6,71,1,16,1011
2024-05-02,Punjab,Ludhiana,30.9,75.85,38.5,25.6,79,9,9,1019
2024-05-03,Punjab,Ludhiana,30.9,75.85,34.5,31.6,75,0,5,1025
2024-05-04,Punjab,Ludhiana,30.9,75.85,34.5,25.6,75,0,5,1015
2024-05-05,Punjab,Ludhiana,30.9,75.85,33.5,28.6,84,0,14,1014
2024-05-06,Punjab,Ludhiana,30.9,75.85,30.6,25.6,61,1,6,1011
2024-05-07,Punjab,Ludhiana,30.9,75.85,30.6,31.6,71,0,16,1021
2024-05-08,Punjab,Ludhiana,30.9,75.85,34.5,25.6,75,0,5,1015
2024-05-09,Punjab,Ludhiana,30.9,75.85,32.5,27.6,63,3,8,1013
2024-05-10,Punjab,Ludhiana,30.9,75.85,34.5,25.6,85,0,15,1015
2024-05-11,Punjab,Ludhiana,30.9,75.85,36.5,25.6,77,0,7,1027
2024-05-12,Punjab,Ludhiana,30.9,75.85,33.5,30.6,84,0,14,1024
2024-05-13,Punjab,Ludhiana,30.9,75.85,37.5,28.6,68,8,13,1018
2024-05-14,Punjab,Ludhiana,30.9,75.85,36.5,31.6,77,7,7,1017
2024-05-15,Punjab,Ludhiana,30.9,75.85,33.5,30.6,84,4,14,1024
2024-05-16,Punjab,Ludhiana,30.9,75.85,30.6,27.6,71,1,16,1021
2024-05-17,Punjab,Ludhiana,30.9,75.85,36.5,27.6,77,0,7,1017
2024-05-18,Punjab,Ludhiana,30.9,75.85,37.5,24.6,68,0,13,1018
2024-05-19,Punjab,Ludhiana,30.9,75.85,29.6,30.6,60,0,5,1020
2024-05-20,Punjab,Ludhiana,30.9,75.85,29.6,30.6,70,0,15,1020
2024-05-21,Punjab,Ludhiana,30.9,75.85,29.6,30.6,70,0,15,1020
2024-05-22,Punjab,Ludhiana,30.9,75.85,37.5,28.6,68,0,13,1018
2024-05-23,Punjab,Ludhiana,30.9,75.85,29.6,30.6,80,0,10,1020
2024-05-24,Punjab,Ludhiana,30.9,75.85,30.6,31.6,61,0,6,1021
2024-05-25,Punjab,Ludhiana,30.9,75.85,34.5,27.6,65,0,10,1025
2024-05-26,Punjab,Ludhiana,30.9,75.85,36.5,27.6,77,7,7,1017
2024-05-27,Punjab,Ludhiana,30.9,75.85,33.5,30.6,84,0,14,1024
2024-05-28,Punjab,Ludhiana,30.9,75.85,38.5,25.6,89,0,19,1019
2024-05-29,Punjab,Ludhiana,30.9,75.85,37.5,30.6,68,0,13,1028
2024-05-30,Punjab,Ludhiana,30.9,75.85,33.5,26.6,74,0,19,1024
2024-05-31,Punjab,Ludhiana,30.9,75.85,29.6,24.6,80,0,10,1010
2024-06-01,Punjab,Ludhiana,30.9,75.85,32.5,31.6,73,0,18,1013
2024-06-02,Punjab,Ludhiana,30.9,75.85,36.5,27.6,87,0,17,1017
2024-06-03,Punjab,Ludhiana,30.9,75.85,29.6,26.6,80,0,10,1020
2024-06-04,Punjab,Ludhiana,30.9,75.85,35.5,26.6,66,6,11,1016
2024-06-05,Punjab,Ludhiana,30.9,75.85,30.6,25.6,61,0,6,1011
2024-06-06,Punjab,Ludhiana,30.9,75.85,36.5,31.6,77,0,7,1017
2024-06-07,Punjab,Ludhiana,30.9,75.85,34.5,25.6,75,0,5,1015
2024-06-08,Punjab,Ludhiana,30.9,75.85,38.5,27.6,69,0,14,1029
2024-06-09,Punjab,Ludhiana,30.9,75.85,37.5,26.6,78,0,8,1028
2024-06-10,Punjab,Ludhiana,30.9,75.85,32.5,29.6,63,3,8,1023
2024-06-11,Punjab,Ludhiana,30.9,75.85,36.5,31.6,87,0,17,1017
2024-06-12,Punjab,Ludhiana,30.9,75.85,31.6,28.6,72,0,17,1022
2024-06-13,Punjab,Ludhiana,30.9,75.85,36.5,29.6,87,0,17,1027
2024-06-14,Punjab,Ludhiana,30.9,75.85,35.5,24.6,66,6,11,1026
2024-06-15,Punjab,Ludhiana,30.9,75.85,30.6,29.6,61,0,6,1011
2024-06-16,Punjab,Ludhiana,30.9,75.85,36.5,25.6,87,0,17,1027
2024-06-17,Punjab,Ludhiana,30.9,75.85,33.5,26.6,64,0,9,1024
2024-06-18,Punjab,Ludhiana,30.9,75.85,29.6,30.6,60,0,5,1020
2024-06-19,Punjab,Ludhiana,30.9,75.85,33.5,28.6,64,0,9,1014
2024-06-20,Punjab,Ludhiana,30.9,75.85,29.6,28.6,70,0,15,1010
2024-06-21,Punjab,Ludhiana,30.9,75.85,37.5,30.6,68,0,13,1028
2024-06-22,Punjab,Ludhiana,30.9,75.85,34.5,25.6,85,0,15,1015
2024-06-23,Punjab,Ludhiana,30.9,75.85,30.6,27.6,71,0,16,1021
2024-06-24,Punjab,Ludhiana,30.9,75.85,33.5,24.6,64,0,9,1014
2024-06-25,Punjab,Ludhiana,30.9,75.85,36.5,31.6,87,7,17,1017
2024-06-26,Punjab,Ludhiana,30.9,75.85,37.5,30.6,88,0,18,1028
2024-06-27,Punjab,Ludhiana,30.9,75.85,31.6,24.6,82,0,12,1022
2024-06-28,Punjab,Ludhiana,30.9,75.85,35.5,26.6,76,0,6,1016
2024-06-29,Punjab,Ludhiana,30.9,75.85,29.6,26.6,60,0,5,1020
2024-06-30,Punjab,Ludhiana,30.9,75.85,33.5,24.6,84,0,14,1014
2024-07-01,Punjab,Ludhiana,30.9,75.85,25.6,16.6,66,0,11,1016
2024-07-02,Punjab,Ludhiana,30.9,75.85,27.6,20.6,78,0,8,1028
2024-07-03,Punjab,Ludhiana,30.9,75.85,20.6,15.6,81,1,11,1011
2024-07-04,Punjab,Ludhiana,30.9,75.85,27.6,14.6,88,0,18,1018
2024-07-05,Punjab,Ludhiana,30.9,75.85,28.6,19.6,89,0,19,1019
2024-07-06,Punjab,Ludhiana,30.9,75.85,28.6,19.6,89,0,19,1019
2024-07-07,Punjab,Ludhiana,30.9,75.85,28.6,17.6,69,0,14,1029
2024-07-08,Punjab,Ludhiana,30.9,75.85,21.6,20.6,72,0,17,1012
2024-07-09,Punjab,Ludhiana,30.9,75.85,28.6,21.6,79,0,9,1029
2024-07-10,Punjab,Ludhiana,30.9,75.85,23.6,18.6,64,0,9,1014
2024-07-11,Punjab,Ludhiana,30.9,75.85,26.6,15.6,77,7,7,1027
2024-07-12,Punjab,Ludhiana,30.9,75.85,27.6,16.6,78,0,8,1028
2024-07-13,Punjab,Ludhiana,30.9,75.85,20.6,17.6,81,0,11,1021
2024-07-14,Punjab,Ludhiana,30.9,75.85,25.6,16.6,66,0,11,1016
2024-07-15,Punjab,Ludhiana,30.9,75.85,25.6,14.6,86,0,16,1026
2024-07-16,Punjab,Ludhiana,30.9,75.85,19.6,14.6,80,0,10,1010
2024-07-17,Punjab,Ludhiana,30.9,75.85,19.6,20.6,60,0,5,1020
2024-07-18,Punjab,Ludhiana,30.9,75.85,25.6,18.6,76,0,6,1026
2024-07-19,Punjab,Ludhiana,30.9,75.85,28.6,17.6,69,9,14,1029
2024-07-20,Punjab,Ludhiana,30.9,75.85,19.6,18.6,60,0,5,1010
2024-07-21,Punjab,Ludhiana,30.9,75.85,21.6,20.6,62,0,7,1012
2024-07-22,Punjab,Ludhiana,30.9,75.85,27.6,16.6,88,0,18,1028
2024-07-23,Punjab,Ludhiana,30.9,75.85,28.6,15.6,89,9,19,1019
2024-07-24,Punjab,Ludhiana,30.9,75.85,19.6,14.6,60,0,5,1010
2024-07-25,Punjab,Ludhiana,30.9,75.85,28.6,21.6,69,0,14,1029
2024-07-26,Punjab,Ludhiana,30.9,75.85,27.6,20.6,78,0,8,1028
2024-07-27,Punjab,Ludhiana,30.9,75.85,23.6,14.6,84,0,14,1014
2024-07-28,Punjab,Ludhiana,30.9,75.85,23.6,18.6,64,0,9,1014
2024-07-29,Punjab,Ludhiana,30.9,75.85,23.6,16.6,74,0,19,1024
2024-07-30,Punjab,Ludhiana,30.9,75.85,20.6,19.6,81,0,11,1011
2024-07-31,Punjab,Ludhiana,30.9,75.85,27.6,18.6,68,0,13,1018
2024-08-01,Punjab,Ludhiana,30.9,75.85,27.6,14.6,68,8,13,1018
2024-08-02,Punjab,Ludhiana,30.9,75.85,20.6,21.6,71,0,16,1021
2024-08-03,Punjab,Ludhiana,30.9,75.85,26.6,21.6,77,0,7,1017
2024-08-04,Punjab,Ludhiana,30.9,75.85,22.6,21.6,73,0,18,1013
2024-08-05,Punjab,Ludhiana,30.9,75.85,23.6,14.6,64,4,9,1014
2024-08-06,Punjab,Ludhiana,30.9,75.85,24.6,17.6,85,0,15,1025
2024-08-07,Punjab,Ludhiana,30.9,75.85,27.6,14.6,68,0,13,1018
2024-08-08,Punjab,Ludhiana,30.9,75.85,23.6,20.6,74,4,19,1024
2024-08-09,Punjab,Ludhiana,30.9,75.85,27.6,14.6,68,0,13,1018
2024-08-10,Punjab,Ludhiana,30.9,75.85,19.6,16.6,60,0,5,1020
2024-08-11,Punjab,Ludhiana,30.9,75.85,23.6,18.6,64,0,9,1014
2024-08-12,Punjab,Ludhiana,30.9,75.85,26.6,19.6,67,0,12,1027
