year,state,district,crop,area_hectares,production_tonnes,yield_tonnes_per_hectare,irrigated_area_hectares,rainfed_area_hectares
2024,Haryana,Hisar,Maize,39865.7,111624.0,2.8,27906.0,11959.7
2019,Haryana,Hisar,Groundnut,31359.6,43903.4,1.4,21951.7,9407.9
2020,Haryana,Hisar,Groundnut,31359.6,43903.4,1.4,21951.7,9407.9
2021,Haryana,Hisar,Groundnut,31359.6,43903.4,1.4,21951.7,9407.9
2022,Haryana,Hisar,Groundnut,31359.6,43903.4,1.4,21951.7,9407.9
2023,Haryana,Hisar,Groundnut,31359.6,43903.4,1.4,21951.7,9407.9
2024,Haryana,Hisar,Groundnut,31359.6,43903.4,1.4,21951.7,9407.9
2019,Haryana,Hisar,Onion,4394.4,79099.2,18.0,3076.1,1318.3
2020,Haryana,Hisar,Onion,4394.4,79099.2,18.0,3076.1,1318.3
2021,Haryana,Hisar,Onion,4394.4,79099.2,18.0,3076.1,1318.3
2022,Haryana,Hisar,Onion,4394.4,79099.2,18.0,3076.1,1318.3
2023,Haryana,Hisar,Onion,4394.4,79099.2,18.0,3076.1,1318.3
2024,Haryana,Hisar,Onion,4394.4,79099.2,18.0,3076.1,1318.3
2019,Haryana,Sirsa,Rice,19084.8,47712.0,2.5,13359.4,5725.4
2020,Haryana,Sirsa,Rice,19084.8,47712.0,2.5,13359.4,5725.4
2021,Haryana,Sirsa,Rice,19084.8,47712.0,2.5,13359.4,5725.4
2022,Haryana,Sirsa,Rice,19084.8,47712.0,2.5,13359.4,5725.4
2023,Haryana,Sirsa,Rice,19084.8,47712.0,2.5,13359.4,5725.4
2024,Haryana,Sirsa,Rice,19084.8,47712.0,2.5,13359.4,5725.4
2019,Haryana,Sirsa,Wheat,15391.0,49251.2,3.2,10773.7,4617.3
2020,Haryana,Sirsa,Wheat,15391.0,49251.2,3.2,10773.7,4617.3
2021,Haryana,Sirsa,Wheat,15391.0,49251.2,3.2,10773.7,4617.3
2022,Haryana,Sirsa,Wheat,15391.0,49251.2,3.2,10773.7,4617.3
2023,Haryana,Sirsa,Wheat,15391.0,49251.2,3.2,10773.7,4617.3
2024,Haryana,Sirsa,Wheat,15391.0,49251.2,3.2,10773.7,4617.3
2019,Haryana,Sirsa,Cotton,31203.2,15601.6,0.5,21842.2,9361.0
2020,Haryana,Sirsa,Cotton,31203.2,15601.6,0.5,21842.2,9361.0
2021,Haryana,Sirsa,Cotton,31203.2,15601.6,0.5,21842.2,9361.0
2022,Haryana,Sirsa,Cotton,31203.2,15601.6,0.5,21842.2,9361.0
2023,Haryana,Sirsa,Cotton,31203.2,15601.6,0.5,21842.2,9361.0
2024,Haryana,Sirsa,Cotton,31203.2,15601.6,0.5,21842.2,9361.0
2019,Haryana,Sirsa,Sugarcane,9723.0,680610.0,70.0,6806.1,2916.9
2020,Haryana,Sirsa,Sugarcane,9723.0,680610.0,70.0,6806.1,2916.9
2021,Haryana,Sirsa,Sugarcane,9723.0,680610.0,70.0,6806.1,2916.9
2022,Haryana,Sirsa,Sugarcane,9723.0,680610.0,70.0,6806.1,2916.9
2023,Haryana,Sirsa,Sugarcane,9723.0,680610.0,70.0,6806.1,2916.9
2024,Haryana,Sirsa,Sugarcane,9723.0,680610.0,70.0,6806.1,2916.9
2019,Haryana,Sirsa,Soybean,45544.5,50099.0,1.1,31881.1,13663.4
2020,Haryana,Sirsa,Soybean,45544.5,50099.0,1.1,31881.1,13663.4
2021,Haryana,Sirsa,Soybean,45544.5,50099.0,1.1,31881.1,13663.4
2022,Haryana,Sirsa,Soybean,45544.5,50099.0,1.1,31881.1,13663.4
2023,Haryana,Sirsa,Soybean,45544.5,50099.0,1.1,31881.1,13663.4
2024,Haryana,Sirsa,Soybean,45544.5,50099.0,1.1,31881.1,13663.4
2019,Haryana,Sirsa,Maize,21485.1,60158.3,2.8,15039.6,6445.5
2020,Haryana,Sirsa,Maize,21485.1,60158.3,2.8,15039.6,6445.5
2021,Haryana,Sirsa,Maize,21485.1,60158.3,2.8,15039.6,6445.5
2022,Haryana,Sirsa,Maize,21485.1,60158.3,2.8,15039.6,6445.5
2023,Haryana,Sirsa,Maize,21485.1,60158.3,2.8,15039.6,6445.5
2024,Haryana,Sirsa,Maize,21485.1,60158.3,2.8,15039.6,6445.5
2019,Haryana,Sirsa,Groundnut,33526.8,46937.5,1.4,23468.8,10058.0
2020,Haryana,Sirsa,Groundnut,33526.8,46937.5,1.4,23468.8,10058.0
2021,Haryana,Sirsa,Groundnut,33526.8,46937.5,1.4,23468.8,10058.0
2022,Haryana,Sirsa,Groundnut,33526.8,46937.5,1.4,23468.8,10058.0
2023,Haryana,Sirsa,Groundnut,33526.8,46937.5,1.4,23468.8,10058.0
2024,Haryana,Sirsa,Groundnut,33526.8,46937.5,1.4,23468.8,10058.0
2019,Haryana,Sirsa,Onion,11010.4,198187.2,18.0,7707.3,3303.1
2020,Haryana,Sirsa,Onion,11010.4,198187.2,18.0,7707.3,3303.1
2021,Haryana,Sirsa,Onion,11010.4,198187.2,18.0,7707.3,3303.1
2022,Haryana,Sirsa,Onion,11010.4,198187.2,18.0,7707.3,3303.1
2023,Haryana,Sirsa,Onion,11010.4,198187.2,18.0,7707.3,3303.1
2024,Haryana,Sirsa,Onion,11010.4,198187.2,18.0,7707.3,3303.1
2019,Haryana,Kurukshetra,Rice,37646.4,94116.0,2.5,26352.5,11293.9
2020,Haryana,Kurukshetra,Rice,37646.4,94116.0,2.5,26352.5,11293.9
2021,Haryana,Kurukshetra,Rice,37646.4,94116.0,2.5,26352.5,11293.9
2022,Haryana,Kurukshetra,Rice,37646.4,94116.0,2.5,26352.5,11293.9
2023,Haryana,Kurukshetra,Rice,37646.4,94116.0,2.5,26352.5,11293.9
2024,Haryana,Kurukshetra,Rice,37646.4,94116.0,2.5,26352.5,11293.9
2019,Haryana,Kurukshetra,Wheat,52725.0,168720.0,3.2,36907.5,15817.5
2020,Haryana,Kurukshetra,Wheat,52725.0,168720.0,3.2,36907.5,15817.5
2021,Haryana,Kurukshetra,Wheat,52725.0,168720.0,3.2,36907.5,15817.5
2022,Haryana,Kurukshetra,Wheat,52725.0,168720.0,3.2,36907.5,15817.5
2023,Haryana,Kurukshetra,Wheat,52725.0,168720.0,3.2,36907.5,15817.5
2024,Haryana,Kurukshetra,Wheat,52725.0,168720.0,3.2,36907.5,15817.5
2019,Haryana,Kurukshetra,Cotton,28763.2,14381.6,0.5,20134.2,8629.0
2020,Haryana,Kurukshetra,Cotton,28763.2,14381.6,0.5,20134.2,8629.0
2021,Haryana,Kurukshetra,Cotton,28763.2,14381.6,0.5,20134.2,8629.0
2022,Haryana,Kurukshetra,Cotton,28763.2,14381.6,0.5,20134.2,8629.0
2023,Haryana,Kurukshetra,Cotton,28763.2,14381.6,0.5,20134.2,8629.0
2024,Haryana,Kurukshetra,Cotton,28763.2,14381.6,0.5,20134.2,8629.0
2019,Haryana,Kurukshetra,Sugarcane,12835.5,898485.0,70.0,8984.8,3850.6
2020,Haryana,Kurukshetra,Sugarcane,12835.5,898485.0,70.0,8984.8,3850.6
2021,Haryana,Kurukshetra,Sugarcane,12835.5,898485.0,70.0,8984.8,3850.6
2022,Haryana,Kurukshetra,Sugarcane,12835.5,898485.0,70.0,8984.8,3850.6
2023,Haryana,Kurukshetra,Sugarcane,12835.5,898485.0,70.0,8984.8,3850.6
2024,Haryana,Kurukshetra,Sugarcane,12835.5,898485.0,70.0,8984.8,3850.6
2019,Haryana,Kurukshetra,Soybean,20510.1,22561.1,1.1,14357.1,6153.0
2020,Haryana,Kurukshetra,Soybean,20510.1,22561.1,1.1,14357.1,6153.0
2021,Haryana,Kurukshetra,Soybean,20510.1,22561.1,1.1,14357.1,6153.0
2022,Haryana,Kurukshetra,Soybean,20510.1,22561.1,1.1,14357.1,6153.0
2023,Haryana,Kurukshetra,Soybean,20510.1,22561.1,1.1,14357.1,6153.0
2024,Haryana,Kurukshetra,Soybean,20510.1,22561.1,1.1,14357.1,6153.0
2019,Haryana,Kurukshetra,Maize,11097.8,31073.8,2.8,7768.5,3329.3
2020,Haryana,Kurukshetra,Maize,11097.8,31073.8,2.8,7768.5,3329.3
2021,Haryana,Kurukshetra,Maize,11097.8,31073.8,2.8,7768.5,3329.3
2022,Haryana,Kurukshetra,Maize,11097.8,31073.8,2.8,7768.5,3329.3
2023,Haryana,Kurukshetra,Maize,11097.8,31073.8,2.8,7768.5,3329.3
2024,Haryana,Kurukshetra,Maize,11097.8,31073.8,2.8,7768.5,3329.3
2019,Haryana,Kurukshetra,Groundnut,16213.8,22699.3,1.4,11349.7,4864.1
2020,Haryana,Kurukshetra,Groundnut,16213.8,22699.3,1.4,11349.7,4864.1
2021,Haryana,Kurukshetra,Groundnut,16213.8,22699.3,1.4,11349.7,4864.1
2022,Haryana,Kurukshetra,Groundnut,16213.8,22699.3,1.4,11349.7,4864.1
2023,Haryana,Kurukshetra,Groundnut,16213.8,22699.3,1.4,11349.7,4864.1
2024,Haryana,Kurukshetra,Groundnut,16213.8,22699.3,1.4,11349.7,4864.1
2019,Haryana,Kurukshetra,Onion,4044.0,72792.0,18.0,2830.8,1213.2
2020,Haryana,Kurukshetra,Onion,4044.0,72792.0,18.0,2830.8,1213.2
2021,Haryana,Kurukshetra,Onion,4044.0,72792.0,18.0,2830.8,1213.2
2022,Haryana,Kurukshetra,Onion,4044.0,72792.0,18.0,2830.8,1213.2
2023,Haryana,Kurukshetra,Onion,4044.0,72792.0,18.0,2830.8,1213.2
2024,Haryana,Kurukshetra,Onion,4044.0,72792.0,18.0,2830.8,1213.2
2019,Haryana,Panipat,Rice,12886.8,32217.0,2.5,9020.8,3866.0
2020,Haryana,Panipat,Rice,12886.8,32217.0,2.5,9020.8,3866.0
2021,Haryana,Panipat,Rice,12886.8,32217.0,2.5,9020.8,3866.0
2022,Haryana,Panipat,Rice,12886.8,32217.0,2.5,9020.8,3866.0
2023,Haryana,Panipat,Rice,12886.8,32217.0,2.5,9020.8,3866.0
2024,Haryana,Panipat,Rice,12886.8,32217.0,2.5,9020.8,3866.0
2019,Haryana,Panipat,Wheat,50689.0,162204.8,3.2,35482.3,15206.7
2020,Haryana,Panipat,Wheat,50689.0,162204.8,3.2,35482.3,15206.7
2021,Haryana,Panipat,Wheat,50689.0,162204.8,3.2,35482.3,15206.7
2022,Haryana,Panipat,Wheat,50689.0,162204.8,3.2,35482.3,15206.7
2023,Haryana,Panipat,Wheat,50689.0,162204.8,3.2,35482.3,15206.7
2024,Haryana,Panipat,Wheat,50689.0,162204.8,3.2,35482.3,15206.7
2019,Haryana,Panipat,Cotton,28562.4,14281.2,0.5,19993.7,8568.7
2020,Haryana,Panipat,Cotton,28562.4,14281.2,0.5,19993.7,8568.7
2021,Haryana,Panipat,Cotton,28562.4,14281.2,0.5,19993.7,8568.7
2022,Haryana,Panipat,Cotton,28562.4,14281.2,0.5,19993.7,8568.7
2023,Haryana,Panipat,Cotton,28562.4,14281.2,0.5,19993.7,8568.7
2024,Haryana,Panipat,Cotton,28562.4,14281.2,0.5,19993.7,8568.7
2019,Haryana,Panipat,Sugarcane,13912.5,973875.0,70.0,9738.8,4173.8
2020,Haryana,Panipat,Sugarcane,13912.5,973875.0,70.0,9738.8,4173.8
2021,Haryana,Panipat,Sugarcane,13912.5,973875.0,70.0,9738.8,4173.8
2022,Haryana,Panipat,Sugarcane,13912.5,973875.0,70.0,9738.8,4173.8
2023,Haryana,Panipat,Sugarcane,13912.5,973875.0,70.0,9738.8,4173.8
2024,Haryana,Panipat,Sugarcane,13912.5,973875.0,70.0,9738.8,4173.8
2019,Haryana,Panipat,Soybean,24194.7,26614.2,1.1,16936.3,7258.4
2020,Haryana,Panipat,Soybean,24194.7,26614.2,1.1,16936.3,7258.4
2021,Haryana,Panipat,Soybean,24194.7,26614.2,1.1,16936.3,7258.4
2022,Haryana,Panipat,Soybean,24194.7,26614.2,1.1,16936.3,7258.4
2023,Haryana,Panipat,Soybean,24194.7,26614.2,1.1,16936.3,7258.4
2024,Haryana,Panipat,Soybean,24194.7,26614.2,1.1,16936.3,7258.4
2019,Haryana,Panipat,Maize,32905.6,92135.7,2.8,23033.9,9871.7
2020,Haryana,Panipat,Maize,32905.6,92135.7,2.8,23033.9,9871.7
2021,Haryana,Panipat,Maize,32905.6,92135.7,2.8,23033.9,9871.7
2022,Haryana,Panipat,Maize,32905.6,92135.7,2.8,23033.9,9871.7
2023,Haryana,Panipat,Maize,32905.6,92135.7,2.8,23033.9,9871.7
2024,Haryana,Panipat,Maize,32905.6,92135.7,2.8,23033.9,9871.7
2019,Haryana,Panipat,Groundnut,28140.0,39396.0,1.4,19698.0,8442.0
2020,Haryana,Panipat,Groundnut,28140.0,39396.0,1.4,19698.0,8442.0
2021,Haryana,Panipat,Groundnut,28140.0,39396.0,1.4,19698.0,8442.0
2022,Haryana,Panipat,Groundnut,28140.0,39396.0,1.4,19698.0,8442.0
2023,Haryana,Panipat,Groundnut,28140.0,39396.0,1.4,19698.0,8442.0
2024,Haryana,Panipat,Groundnut,28140.0,39396.0,1.4,19698.0,8442.0
2019,Haryana,Panipat,Onion,5866.2,105591.6,18.0,4106.3,1759.9
2020,Haryana,Panipat,Onion,5866.2,105591.6,18.0,4106.3,1759.9
2021,Haryana,Panipat,Onion,5866.2,105591.6,18.0,4106.3,1759.9
2022,Haryana,Panipat,Onion,5866.2,105591.6,18.0,4106.3,1759.9
2023,Haryana,Panipat,Onion,5866.2,105591.6,18.0,4106.3,1759.9
2024,Haryana,Panipat,Onion,5866.2,105591.6,18.0,4106.3,1759.9
2019,Uttar Pradesh,Meerut,Rice,35749.2,89373.0,2.5,25024.4,10724.8
2020,Uttar Pradesh,Meerut,Rice,35749.2,89373.0,2.5,25024.4,10724.8
2021,Uttar Pradesh,Meerut,Rice,35749.2,89373.0,2.5,25024.4,10724.8
2022,Uttar Pradesh,Meerut,Rice,35749.2,89373.0,2.5,25024.4,10724.8
2023,Uttar Pradesh,Meerut,Rice,35749.2,89373.0,2.5,25024.4,10724.8
2024,Uttar Pradesh,Meerut,Rice,35749.2,89373.0,2.5,25024.4,10724.8
2019,Uttar Pradesh,Meerut,Wheat,38499.0,123196.8,3.2,26949.3,11549.7
2020,Uttar Pradesh,Meerut,Wheat,38499.0,123196.8,3.2,26949.3,11549.7
2021,Uttar Pradesh,Meerut,Wheat,38499.0,123196.8,3.2,26949.3,11549.7
2022,Uttar Pradesh,Meerut,Wheat,38499.0,123196.8,3.2,26949.3,11549.7
2023,Uttar Pradesh,Meerut,Wheat,38499.0,123196.8,3.2,26949.3,11549.7
2024,Uttar Pradesh,Meerut,Wheat,38499.0,123196.8,3.2,26949.3,11549.7
2019,Uttar Pradesh,Meerut,Cotton,31820.8,15910.4,0.5,22274.6,9546.2
2020,Uttar Pradesh,Meerut,Cotton,31820.8,15910.4,0.5,22274.6,9546.2
2021,Uttar Pradesh,Meerut,Cotton,31820.8,15910.4,0.5,22274.6,9546.2
2022,Uttar Pradesh,Meerut,Cotton,31820.8,15910.4,0.5,22274.6,9546.2
2023,Uttar Pradesh,Meerut,Cotton,31820.8,15910.4,0.5,22274.6,9546.2
2024,Uttar Pradesh,Meerut,Cotton,31820.8,15910.4,0.5,22274.6,9546.2
2019,Uttar Pradesh,Meerut,Sugarcane,4334.7,303429.0,70.0,3034.3,1300.4
2020,Uttar Pradesh,Meerut,Sugarcane,4334.7,303429.0,70.0,3034.3,1300.4
2021,Uttar Pradesh,Meerut,Sugarcane,4334.7,303429.0,70.0,3034.3,1300.4
2022,Uttar Pradesh,Meerut,Sugarcane,4334.7,303429.0,70.0,3034.3,1300.4
2023,Uttar Pradesh,Meerut,Sugarcane,4334.7,303429.0,70.0,3034.3,1300.4
2024,Uttar Pradesh,Meerut,Sugarcane,4334.7,303429.0,70.0,3034.3,1300.4
2019,Uttar Pradesh,Meerut,Soybean,15029.1,16532.0,1.1,10520.4,4508.7
2020,Uttar Pradesh,Meerut,Soybean,15029.1,16532.0,1.1,10520.4,4508.7
2021,Uttar Pradesh,Meerut,Soybean,15029.1,16532.0,1.1,10520.4,4508.7
2022,Uttar Pradesh,Meerut,Soybean,15029.1,16532.0,1.1,10520.4,4508.7
2023,Uttar Pradesh,Meerut,Soybean,15029.1,16532.0,1.1,10520.4,4508.7
2024,Uttar Pradesh,Meerut,Soybean,15029.1,16532.0,1.1,10520.4,4508.7
2019,Uttar Pradesh,Meerut,Maize,13204.8,36973.4,2.8,9243.4,3961.4
2020,Uttar Pradesh,Meerut,Maize,13204.8,36973.4,2.8,9243.4,3961.4
2021,Uttar Pradesh,Meerut,Maize,13204.8,36973.4,2.8,9243.4,3961.4
2022,Uttar Pradesh,Meerut,Maize,13204.8,36973.4,2.8,9243.4,3961.4
2023,Uttar Pradesh,Meerut,Maize,13204.8,36973.4,2.8,9243.4,3961.4
2024,Uttar Pradesh,Meerut,Maize,13204.8,36973.4,2.8,9243.4,3961.4
2019,Uttar Pradesh,Meerut,Groundnut,10230.6,14322.8,1.4,7161.4,3069.2
2020,Uttar Pradesh,Meerut,Groundnut,10230.6,14322.8,1.4,7161.4,3069.2
2021,Uttar Pradesh,Meerut,Groundnut,10230.6,14322.8,1.4,7161.4,3069.2
2022,Uttar Pradesh,Meerut,Groundnut,10230.6,14322.8,1.4,7161.4,3069.2
2023,Uttar Pradesh,Meerut,Groundnut,10230.6,14322.8,1.4,7161.4,3069.2
2024,Uttar Pradesh,Meerut,Groundnut,10230.6,14322.8,1.4,7161.4,3069.2
2019,Uttar Pradesh,Meerut,Onion,9202.2,165639.6,18.0,6441.5,2760.7
2020,Uttar Pradesh,Meerut,Onion,9202.2,165639.6,18.0,6441.5,2760.7
2021,Uttar Pradesh,Meerut,Onion,9202.2,165639.6,18.0,6441.5,2760.7
2022,Uttar Pradesh,Meerut,Onion,9202.2,165639.6,18.0,6441.5,2760.7
2023,Uttar Pradesh,Meerut,Onion,9202.2,165639.6,18.0,6441.5,2760.7
2024,Uttar Pradesh,Meerut,Onion,9202.2,165639.6,18.0,6441.5,2760.7
2019,Uttar Pradesh,Muzaffarnagar,Rice,14881.2,37203.0,2.5,10416.8,4464.4
2020,Uttar Pradesh,Muzaffarnagar,Rice,14881.2,37203.0,2.5,10416.8,4464.4
2021,Uttar Pradesh,Muzaffarnagar,Rice,14881.2,37203.0,2.5,10416.8,4464.4
2022,Uttar Pradesh,Muzaffarnagar,Rice,14881.2,37203.0,2.5,10416.8,4464.4
2023,Uttar Pradesh,Muzaffarnagar,Rice,14881.2,37203.0,2.5,10416.8,4464.4
2024,Uttar Pradesh,Muzaffarnagar,Rice,14881.2,37203.0,2.5,10416.8,4464.4
2019,Uttar Pradesh,Muzaffarnagar,Wheat,33151.0,106083.2,3.2,23205.7,9945.3
2020,Uttar Pradesh,Muzaffarnagar,Wheat,33151.0,106083.2,3.2,23205.7,9945.3
2021,Uttar Pradesh,Muzaffarnagar,Wheat,33151.0,106083.2,3.2,23205.7,9945.3
2022,Uttar Pradesh,Muzaffarnagar,Wheat,33151.0,106083.2,3.2,23205.7,9945.3
2023,Uttar Pradesh,Muzaffarnagar,Wheat,33151.0,106083.2,3.2,23205.7,9945.3
2024,Uttar Pradesh,Muzaffarnagar,Wheat,33151.0,106083.2,3.2,23205.7,9945.3
2019,Uttar Pradesh,Muzaffarnagar,Cotton,11899.2,5949.6,0.5,8329.4,3569.8
2020,Uttar Pradesh,Muzaffarnagar,Cotton,11899.2,5949.6,0.5,8329.4,3569.8
2021,Uttar Pradesh,Muzaffarnagar,Cotton,11899.2,5949.6,0.5,8329.4,3569.8
2022,Uttar Pradesh,Muzaffarnagar,Cotton,11899.2,5949.6,0.5,8329.4,3569.8
2023,Uttar Pradesh,Muzaffarnagar,Cotton,11899.2,5949.6,0.5,8329.4,3569.8
2024,Uttar Pradesh,Muzaffarnagar,Cotton,11899.2,5949.6,0.5,8329.4,3569.8
2019,Uttar Pradesh,Muzaffarnagar,Sugarcane,5041.2,352884.0,70.0,3528.8,1512.4
2020,Uttar Pradesh,Muzaffarnagar,Sugarcane,5041.2,352884.0,70.0,3528.8,1512.4
2021,Uttar Pradesh,Muzaffarnagar,Sugarcane,5041.2,352884.0,70.0,3528.8,1512.4
2022,Uttar Pradesh,Muzaffarnagar,Sugarcane,5041.2,352884.0,70.0,3528.8,1512.4
2023,Uttar Pradesh,Muzaffarnagar,Sugarcane,5041.2,352884.0,70.0,3528.8,1512.4
2024,Uttar Pradesh,Muzaffarnagar,Sugarcane,5041.2,352884.0,70.0,3528.8,1512.4
2019,Uttar Pradesh,Muzaffarnagar,Soybean,16077.6,17685.4,1.1,11254.3,4823.3
2020,Uttar Pradesh,Muzaffarnagar,Soybean,16077.6,17685.4,1.1,11254.3,4823.3
2021,Uttar Pradesh,Muzaffarnagar,Soybean,16077.6,17685.4,1.1,11254.3,4823.3
2022,Uttar Pradesh,Muzaffarnagar,Soybean,16077.6,17685.4,1.1,11254.3,4823.3
2023,Uttar Pradesh,Muzaffarnagar,Soybean,16077.6,17685.4,1.1,11254.3,4823.3
2024,Uttar Pradesh,Muzaffarnagar,Soybean,16077.6,17685.4,1.1,11254.3,4823.3
2019,Uttar Pradesh,Muzaffarnagar,Maize,8128.4,22759.5,2.8,5689.9,2438.5
2020,Uttar Pradesh,Muzaffarnagar,Maize,8128.4,22759.5,2.8,5689.9,2438.5
2021,Uttar Pradesh,Muzaffarnagar,Maize,8128.4,22759.5,2.8,5689.9,2438.5
2022,Uttar Pradesh,Muzaffarnagar,Maize,8128.4,22759.5,2.8,5689.9,2438.5
2023,Uttar Pradesh,Muzaffarnagar,Maize,8128.4,22759.5,2.8,5689.9,2438.5
2024,Uttar Pradesh,Muzaffarnagar,Maize,8128.4,22759.5,2.8,5689.9,2438.5
2019,Uttar Pradesh,Muzaffarnagar,Groundnut,9369.0,13116.6,1.4,6558.3,2810.7
2020,Uttar Pradesh,Muzaffarnagar,Groundnut,9369.0,13116.6,1.4,6558.3,2810.7
2021,Uttar Pradesh,Muzaffarnagar,Groundnut,9369.0,13116.6,1.4,6558.3,2810.7
2022,Uttar Pradesh,Muzaffarnagar,Groundnut,9369.0,13116.6,1.4,6558.3,2810.7
2023,Uttar Pradesh,Muzaffarnagar,Groundnut,9369.0,13116.6,1.4,6558.3,2810.7
2024,Uttar Pradesh,Muzaffarnagar,Groundnut,9369.0,13116.6,1.4,6558.3,2810.7
2019,Uttar Pradesh,Muzaffarnagar,Onion,3329.6,59932.8,18.0,2330.7,998.9
2020,Uttar Pradesh,Muzaffarnagar,Onion,3329.6,59932.8,18.0,2330.7,998.9
2021,Uttar Pradesh,Muzaffarnagar,Onion,3329.6,59932.8,18.0,2330.7,998.9
2022,Uttar Pradesh,Muzaffarnagar,Onion,3329.6,59932.8,18.0,2330.7,998.9
2023,Uttar Pradesh,Muzaffarnagar,Onion,3329.6,59932.8,18.0,2330.7,998.9
2024,Uttar Pradesh,Muzaffarnagar,Onion,3329.6,59932.8,18.0,2330.7,998.9
2019,Uttar Pradesh,Saharanpur,Rice,28066.8,70167.0,2.5,19646.8,8420.0
2020,Uttar Pradesh,Saharanpur,Rice,28066.8,70167.0,2.5,19646.8,8420.0
2021,Uttar Pradesh,Saharanpur,Rice,28066.8,70167.0,2.5,19646.8,8420.0
2022,Uttar Pradesh,Saharanpur,Rice,28066.8,70167.0,2.5,19646.8,8420.0
2023,Uttar Pradesh,Saharanpur,Rice,28066.8,70167.0,2.5,19646.8,8420.0
2024,Uttar Pradesh,Saharanpur,Rice,28066.8,70167.0,2.5,19646.8,8420.0
2019,Uttar Pradesh,Saharanpur,Wheat,17946.0,57427.2,3.2,12562.2,5383.8
2020,Uttar Pradesh,Saharanpur,Wheat,17946.0,57427.2,3.2,12562.2,5383.8
2021,Uttar Pradesh,Saharanpur,Wheat,17946.0,57427.2,3.2,12562.2,5383.8
2022,Uttar Pradesh,Saharanpur,Wheat,17946.0,57427.2,3.2,12562.2,5383.8
2023,Uttar Pradesh,Saharanpur,Wheat,17946.0,57427.2,3.2,12562.2,5383.8
2024,Uttar Pradesh,Saharanpur,Wheat,17946.0,57427.2,3.2,12562.2,5383.8
2019,Uttar Pradesh,Saharanpur,Cotton,24070.4,12035.2,0.5,16849.3,7221.1
2020,Uttar Pradesh,Saharanpur,Cotton,24070.4,12035.2,0.5,16849.3,7221.1
2021,Uttar Pradesh,Saharanpur,Cotton,24070.4,12035.2,0.5,16849.3,7221.1
2022,Uttar Pradesh,Saharanpur,Cotton,24070.4,12035.2,0.5,16849.3,7221.1
2023,Uttar Pradesh,Saharanpur,Cotton,24070.4,12035.2,0.5,16849.3,7221.1
2024,Uttar Pradesh,Saharanpur,Cotton,24070.4,12035.2,0.5,16849.3,7221.1
2019,Uttar Pradesh,Saharanpur,Sugarcane,14137.5,989625.0,70.0,9896.2,4241.2
2020,Uttar Pradesh,Saharanpur,Sugarcane,14137.5,989625.0,70.0,9896.2,4241.2
2021,Uttar Pradesh,Saharanpur,Sugarcane,14137.5,989625.0,70.0,9896.2,4241.2
2022,Uttar Pradesh,Saharanpur,Sugarcane,14137.5,989625.0,70.0,9896.2,4241.2
2023,Uttar Pradesh,Saharanpur,Sugarcane,14137.5,989625.0,70.0,9896.2,4241.2
2024,Uttar Pradesh,Saharanpur,Sugarcane,14137.5,989625.0,70.0,9896.2,4241.2
2019,Uttar Pradesh,Saharanpur,Soybean,25706.7,28277.4,1.1,17994.7,7712.0
2020,Uttar Pradesh,Saharanpur,Soybean,25706.7,28277.4,1.1,17994.7,7712.0
2021,Uttar Pradesh,Saharanpur,Soybean,25706.7,28277.4,1.1,17994.7,7712.0
2022,Uttar Pradesh,Saharanpur,Soybean,25706.7,28277.4,1.1,17994.7,7712.0
2023,Uttar Pradesh,Saharanpur,Soybean,25706.7,28277.4,1.1,17994.7,7712.0
2024,Uttar Pradesh,Saharanpur,Soybean,25706.7,28277.4,1.1,17994.7,7712.0
2019,Uttar Pradesh,Saharanpur,Maize,35208.6,98584.1,2.8,24646.0,10562.6
2020,Uttar Pradesh,Saharanpur,Maize,35208.6,98584.1,2.8,24646.0,10562.6
2021,Uttar Pradesh,Saharanpur,Maize,35208.6,98584.1,2.8,24646.0,10562.6
2022,Uttar Pradesh,Saharanpur,Maize,35208.6,98584.1,2.8,24646.0,10562.6
2023,Uttar Pradesh,Saharanpur,Maize,35208.6,98584.1,2.8,24646.0,10562.6
2024,Uttar Pradesh,Saharanpur,Maize,35208.6,98584.1,2.8,24646.0,10562.6
2019,Uttar Pradesh,Saharanpur,Groundnut,6624.6,9274.4,1.4,4637.2,1987.4
2020,Uttar Pradesh,Saharanpur,Groundnut,6624.6,9274.4,1.4,4637.2,1987.4
2021,Uttar Pradesh,Saharanpur,Groundnut,6624.6,9274.4,1.4,4637.2,1987.4
2022,Uttar Pradesh,Saharanpur,Groundnut,6624.6,9274.4,1.4,4637.2,1987.4
2023,Uttar Pradesh,Saharanpur,Groundnut,6624.6,9274.4,1.4,4637.2,1987.4
2024,Uttar Pradesh,Saharanpur,Groundnut,6624.6,9274.4,1.4,4637.2,1987.4
2019,Uttar Pradesh,Saharanpur,Onion,6498.0,116964.0,18.0,4548.6,1949.4
2020,Uttar Pradesh,Saharanpur,Onion,6498.0,116964.0,18.0,4548.6,1949.4
2021,Uttar Pradesh,Saharanpur,Onion,6498.0,116964.0,18.0,4548.6,1949.4
2022,Uttar Pradesh,Saharanpur,Onion,6498.0,116964.0,18.0,4548.6,1949.4
2023,Uttar Pradesh,Saharanpur,Onion,6498.0,116964.0,18.0,4548.6,1949.4
2024,Uttar Pradesh,Saharanpur,Onion,6498.0,116964.0,18.0,4548.6,1949.4
2019,Uttar Pradesh,Bareilly,Rice,17378.4,43446.0,2.5,12164.9,5213.5
